playerID,active
aabdelal01,FALSE
aabdulza01,FALSE
aabdulka01,FALSE
aabdulma01,FALSE
aabdulma02,FALSE
aabdulta01,FALSE
aabdursh01,FALSE
aabernto01,FALSE
aablefo01,FALSE
aabramjo01,FALSE
aackeral01,FALSE
aackerdo01,FALSE
aacresma01,FALSE
aactonbu01,FALSE
aacyqu01,TRUE
aadamsal01,FALSE
aadamsdo01,FALSE
aadamsge01,FALSE
aadamsha01,FALSE
aadamsjo01,TRUE
aadamsmi01,FALSE
aadamsst01,TRUE
aaddisra01,FALSE
aadelmri01,FALSE
aadrieje01,TRUE
aafflaar01,TRUE
aagerma01,FALSE
aaguirma01,FALSE
aahearbl01,FALSE
aaingeda01,FALSE
aaitchma01,FALSE
aajincal01,TRUE
aakinhe01,FALSE
aakognjo01,TRUE
aalabiso01,TRUE
aalarima01,FALSE
aalcorga01,FALSE
aaldemfu01,TRUE
aaldrico01,TRUE
aaldrila01,TRUE
aaleksch01,FALSE
aalexaco01,FALSE
aalexaco02,FALSE
aalexaga01,FALSE
aalexajo01,FALSE
aalexavi01,FALSE
aalforst01,FALSE
aallenbi01,FALSE
aallenbo01,FALSE
aallenje01,FALSE
aallenla01,TRUE
aallenlu01,FALSE
aallenma01,FALSE
aallenra01,FALSE
aallenra02,TRUE
aallento01,TRUE
aallenwi01,FALSE
aallisod01,FALSE
aallrela01,FALSE
aallumda01,FALSE
aalmonmo01,FALSE
aalstode01,FALSE
aalstora01,FALSE
aalumape01,FALSE
aamaecjo01,FALSE
aamayaas01,FALSE
aaminual01,TRUE
aamundlo01,TRUE
aanderbo01,FALSE
aanderch01,TRUE
aanderda03,FALSE
aanderal01,TRUE
aanderan01,FALSE
aanderan02,FALSE
aandercl01,FALSE
aanderda01,FALSE
aanderda02,FALSE
aanderde01,FALSE
aanderdw01,FALSE
aanderer01,FALSE
aandergr01,FALSE
aanderjj01,FALSE
aanderja01,TRUE
aanderje01,FALSE
aanderke01,FALSE
aanderki01,FALSE
aanderky01,TRUE
aandermi01,FALSE
aanderni01,FALSE
aanderri01,FALSE
aanderro01,FALSE
aanderry01,TRUE
aandersh01,FALSE
aanderwi01,FALSE
aanderwa01,FALSE
aandrima01,FALSE
aanieldo01,FALSE
aanslemi01,FALSE
aanstech01,FALSE
aantetgi01,TRUE
aanthoca01,TRUE
aanthogr01,FALSE
aanthojo01,TRUE
aanticpe01,TRUE
aaraujra01,FALSE
aarcenst01,FALSE
aarchiro01,FALSE
aarchiti01,FALSE
aardji01,FALSE
aarenagi01,FALSE
aarizatr01,TRUE
aarizipa01,FALSE
aarlaujo01,FALSE
aarmstbj01,FALSE
aarmstbo01,FALSE
aarmstbr01,FALSE
aarmstcu01,FALSE
aarmstda01,FALSE
aarmsthi01,TRUE
aarmstta01,FALSE
aarnelje01,FALSE
aarnetja01,FALSE
aarnzebo01,FALSE
aarroyca01,FALSE
aarthuda01,TRUE
aarthujo01,FALSE
aasikom01,TRUE
aaskewvi01,FALSE
aaskinke01,FALSE
aasmondo01,FALSE
aathadi01,FALSE
aatkinch01,FALSE
aattleal01,FALSE
aaubucch01,FALSE
aaugmost01,FALSE
aaugusdj01,TRUE
aaugusja01,FALSE
aaustiis01,FALSE
aaustijo01,FALSE
aaustike01,FALSE
aaventan01,FALSE
aaveribi01,FALSE
aaverywi01,FALSE
aawtrede01,FALSE
aayongu01,TRUE
apendeje02,TRUE
aazubuke01,FALSE
bbabbch01,TRUE
bbabbilu01,TRUE
bbabicmi01,FALSE
bbachjo01,FALSE
bbaconhe01,FALSE
bbaechji01,FALSE
bbagarda01,FALSE
bbaglejo01,FALSE
bbaileca01,FALSE
bbailegu01,FALSE
bbaileja01,FALSE
bbaileth01,FALSE
bbaileto01,FALSE
bbairsca01,TRUE
bbakerji01,FALSE
bbakerla01,FALSE
bbakerma01,FALSE
bbakerno01,FALSE
bbakervi01,FALSE
bbalkmre01,TRUE
bballce01,FALSE
bballagr01,FALSE
bbaltihe01,FALSE
bbanksge01,FALSE
bbanksma01,FALSE
bbankswa01,FALSE
bbannike01,FALSE
bbantomi01,FALSE
bbarbejo01,FALSE
