Franchise_id,Season,Lg,Team_id,W,L,WL_percentage,Finish,SRS,Pace,Rel_Pace,ORtg,Rel_ORtg,DRtg,Rel_DRtg,Playoffs
CHI,2007,NBA,CHI,33,49,.402,4,-3.19,93.0,0.6,103.9,-3.6,107.2,-0.3,,
CHI,2006,NBA,CHI,49,33,.598,3,4.52,93.6,1.7,104.9,-1.6,99.6,-6.9,Lost E. Conf. Semis,
CHI,2005,NBA,CHI,41,41,.500,4,0.51,92.9,2.4,104.0,-2.2,103.4,-2.8,Lost E. Conf. 1st Rnd.,
CHI,2004,NBA,CHI,47,35,.573,2,0.65,92.4,1.5,101.4,-4.7,100.3,-5.8,Lost E. Conf. 1st Rnd.,
CHI,2003,NBA,CHI,23,59,.280,8,-6.69,92.2,2.1,96.6,-6.3,103.4,0.5,,
CHI,2002,NBA,CHI,30,52,.366,6,-5.31,93.5,2.5,100.2,-3.4,105.6,2.0,,
CHI,2001,NBA,CHI,21,61,.256,8,-8.52,90.5,-0.2,98.2,-6.3,107.6,3.1,,
CHI,2000,NBA,CHI,15,67,.183,8,-9.09,89.3,-2.0,97.2,-5.8,107.3,4.3,,
CHI,1999,NBA,CHI,17,65,.207,8,-9.23,89.4,-3.7,94.2,-9.9,104.6,0.5,,
CHI,1998,NBA,CHI,13,37,.260,8,-8.58,88.1,-0.8,92.4,-9.8,103.0,0.8,,
CHI,1997,NBA,CHI,62,20,.756,1,7.24,89.0,-1.3,107.7,2.7,99.8,-5.2,Won Finals,
CHI,1996,NBA,CHI,69,13,.841,1,10.70,90.0,-0.1,114.4,7.7,102.4,-4.3,Won Finals,
CHI,1995,NBA,CHI,72,10,.878,1,11.80,91.1,-0.7,115.2,7.6,101.8,-5.8,Won Finals,
CHI,1994,NBA,CHI,47,35,.573,3,4.32,92.0,-0.9,109.5,1.2,104.3,-4.0,Lost E. Conf. Semis,
CHI,1993,NBA,CHI,55,27,.671,2,2.87,91.9,-3.2,106.1,-0.2,102.7,-3.6,Lost E. Conf. Semis,
CHI,1992,NBA,CHI,57,25,.695,1,6.19,92.5,-4.3,112.9,4.9,106.1,-1.9,Won Finals,
CHI,1991,NBA,CHI,67,15,.817,1,10.07,94.4,-2.2,115.5,7.3,104.5,-3.7,Won Finals,
CHI,1990,NBA,CHI,61,21,.744,1,8.57,95.6,-2.2,114.6,6.7,105.2,-2.7,Won Finals,
CHI,1989,NBA,CHI,55,27,.671,2,2.74,96.7,-1.6,112.3,4.2,109.0,0.9,Lost E. Conf. Finals,
CHI,1988,NBA,CHI,47,35,.573,5,2.13,97.0,-3.6,109.1,1.3,107.7,-0.1,Lost E. Conf. Finals,
CHI,1987,NBA,CHI,50,32,.610,2,3.76,95.5,-4.1,109.0,1.0,105.5,-2.5,Lost E. Conf. Semis,
CHI,1986,NBA,CHI,40,42,.488,5,1.26,95.8,-5.0,108.6,0.3,107.6,-0.7,Lost E. Conf. 1st Rnd.,
CHI,1985,NBA,CHI,30,52,.366,4,-3.12,99.7,-2.4,108.6,1.4,112.4,5.2,Lost E. Conf. 1st Rnd.,
CHI,1984,NBA,CHI,38,44,.463,3,-0.50,99.4,-2.7,108.7,0.8,109.6,1.7,Lost E. Conf. 1st Rnd.,
CHI,1983,NBA,CHI,27,55,.329,5,-4.69,99.8,-1.6,102.4,-5.2,107.5,-0.1,,
CHI,1982,NBA,CHI,28,54,.341,4,-4.41,106.1,3.0,103.4,-1.3,108.0,3.3,,
CHI,1981,NBA,CHI,34,48,.415,5,-1.57,99.0,-1.9,106.6,-0.3,108.6,1.7,,
CHI,1980,NBA,CHI,45,37,.549,2,2.34,100.6,-1.2,107.8,2.3,105.8,0.3,Lost E. Conf. Semis,
CHI,1979,NBA,CHI,30,52,.366,4,-2.63,101.8,-1.3,104.3,-1.0,107.0,1.7,,
CHI,1978,NBA,CHI,31,51,.378,5,-3.78,102.9,-2.9,101.3,-2.5,105.1,1.3,,
CHI,1977,NBA,CHI,40,42,.488,3,-0.79,101.5,-5.2,102.0,1.1,102.9,2.0,,
CHI,1976,NBA,CHI,44,38,.537,3,0.92,100.0,-6.5,98.3,-1.2,97.4,-2.1,Lost W. Conf. 1st Rnd.,
CHI,1975,NBA,CHI,24,58,.293,4,-2.89,100.3,-5.2,95.2,-3.1,98.0,-0.3,,
CHI,1974,NBA,CHI,47,35,.573,1,2.88,99.7,-4.8,97.4,-0.3,94.4,-3.3,Lost W. Conf. Finals,
CHI,1973,NBA,CHI,54,28,.659,2,3.20,105.0,-2.8,96.7,-1.0,93.6,-4.1,Lost W. Conf. Finals,
CHI,1972,NBA,CHI,51,31,.622,2,3.43,104.5,-6.2,98.9,2.1,95.6,-1.2,Lost W. Conf. Semis,
CHI,1971,NBA,CHI,57,25,.695,2,7.91,108.6,-3.4,101.9,4.0,94.3,-3.6,Lost W. Conf. Semis,
CHI,1970,NBA,CHI,51,31,.622,2,5.47,109.7,-5.4,100.5,3.3,95.7,-1.5,Lost W. Conf. Semis,
CHI,1969,NBA,CHI,39,43,.476,4,-1.71,116.5,-0.6,97.6,-1.4,99.1,0.1,Lost W. Div. Semis,
CHI,1968,NBA,CHI,33,49,.402,5,-2.11,113.4,-3.5,92.0,-3.5,94.0,-1.5,,
CHI,1967,NBA,CHI,29,53,.354,4,-3.76,115.7,-4.1,94.1,-2.7,97.5,0.7,Lost W. Div. Semis,
CHI,1966,NBA,CHI,33,48,.407,4,-3.37,122.2,0.6,92.3,-3.8,95.4,-0.7,Lost W. Div. Semis,
CLE,2014,NBA,CLE,31,21,.596,2,2.36,92.0,-1.8,110.3,4.5,107.4,1.6,,
CLE,2013,NBA,CLE,33,49,.402,3,-3.86,93.1,-0.8,104.2,-2.5,107.7,1.0,,
CLE,2012,NBA,CLE,24,58,.293,5,-4.87,92.3,0.3,104.3,-1.6,109.4,3.5,,
CLE,2011,NBA,CLE,21,45,.318,5,-7.34,91.3,0.0,101.1,-3.5,108.9,4.3,,
CLE,2010,NBA,CLE,19,63,.232,5,-8.88,93.0,0.9,102.2,-5.1,111.8,4.5,,
CLE,2009,NBA,CLE,61,21,.744,1,6.17,91.4,-1.3,111.2,3.6,104.1,-3.5,Lost E. Conf. Semis,
CLE,2008,NBA,CLE,66,16,.805,1,8.68,88.7,-3.0,112.4,4.1,102.4,-5.9,Lost E. Conf. Finals,
CLE,2007,NBA,CLE,45,37,.549,2,-0.53,90.2,-2.2,106.0,-1.5,106.4,-1.1,Lost E. Conf. Semis,
CLE,2006,NBA,CLE,50,32,.610,2,3.33,90.8,-1.1,105.5,-1.0,101.3,-5.2,Lost Finals,
CLE,2005,NBA,CLE,50,32,.610,2,2.17,89.8,-0.7,107.8,1.6,105.4,-0.8,Lost E. Conf. Semis,
CLE,2004,NBA,CLE,42,40,.512,4,0.27,89.7,-1.2,106.6,0.5,105.7,-0.4,,
CLE,2003,NBA,CLE,35,47,.427,5,-3.07,90.8,0.7,101.4,-1.5,104.2,1.3,,
CLE,2002,NBA,CLE,17,65,.207,8,-9.59,94.0,3.0,96.5,-7.1,106.7,3.1,,
CLE,2001,NBA,CLE,29,53,.354,7,-3.52,90.3,-0.4,104.6,0.1,108.2,3.7,,
CLE,2000,NBA,CLE,30,52,.366,6,-4.48,91.2,-0.1,100.3,-2.7,104.9,1.9,,
CLE,1999,NBA,CLE,32,50,.390,6,-3.64,95.7,2.6,100.4,-3.7,104.0,-0.1,,
CLE,1998,NBA,CLE,22,28,.440,7,-0.94,86.4,-2.5,99.6,-2.6,101.6,-0.6,,
CLE,1997,NBA,CLE,47,35,.573,5,3.06,89.9,-0.4,102.2,-2.8,99.1,-5.9,Lost E. Conf. 1st Rnd.,
CLE,1996,NBA,CLE,42,40,.512,5,2.32,82.9,-7.2,104.6,-2.1,102.4,-4.3,,
CLE,1995,NBA,CLE,47,35,.573,3,2.49,82.3,-9.5,109.9,2.3,106.7,-0.9,Lost E. Conf. 1st Rnd.,
CLE,1994,NBA,CLE,43,39,.524,4,0.55,84.8,-8.1,105.3,-3.0,104.6,-3.7,Lost E. Conf. 1st Rnd.,
CLE,1993,NBA,CLE,47,35,.573,4,3.64,91.7,-3.4,109.4,3.1,105.1,-1.2,Lost E. Conf. 1st Rnd.,
CLE,1992,NBA,CLE,54,28,.659,2,6.30,94.8,-2.0,112.7,4.7,106.0,-2.0,Lost E. Conf. Semis,
CLE,1991,NBA,CLE,57,25,.695,2,5.34,95.0,-1.6,113.9,5.7,108.2,0.0,Lost E. Conf. Finals,
CLE,1990,NBA,CLE,33,49,.402,6,-2.33,95.1,-2.7,106.1,-1.8,108.7,0.8,,
CLE,1989,NBA,CLE,42,40,.512,4,-0.62,95.0,-3.3,106.9,-1.2,107.2,-0.9,Lost E. Conf. 1st Rnd.,
CLE,1988,NBA,CLE,57,25,.695,2,7.95,98.0,-2.6,110.6,2.8,102.9,-4.9,Lost E. Conf. 1st Rnd.,
CLE,1987,NBA,CLE,42,40,.512,5,1.28,97.3,-2.3,106.8,-1.2,106.0,-2.0,Lost E. Conf. 1st Rnd.,
CLE,1986,NBA,CLE,31,51,.378,6,-3.19,101.3,0.5,102.6,-5.7,106.4,-1.9,,
CLE,1985,NBA,CLE,29,53,.354,5,-2.19,101.6,-0.5,105.5,-1.7,108.3,1.1,,
CLE,1984,NBA,CLE,36,46,.439,4,-2.27,101.9,-0.2,106.0,-1.9,108.7,0.8,Lost E. Conf. 1st Rnd.,
CLE,1983,NBA,CLE,28,54,.341,4,-3.71,97.4,-4.0,104.1,-3.5,108.5,0.9,,
CLE,1982,NBA,CLE,23,59,.280,5,-6.78,97.6,-5.5,99.2,-5.5,106.8,2.1,,
CLE,1981,NBA,CLE,15,67,.183,6,-7.77,99.3,-1.6,103.3,-3.6,111.8,4.9,,
CLE,1980,NBA,CLE,28,54,.341,5,-4.15,100.8,-1.0,104.3,-1.2,109.1,3.6,,
CLE,1979,NBA,CLE,37,45,.451,5,0.43,105.6,2.5,106.7,1.4,106.4,1.1,,
CLE,1978,NBA,CLE,30,52,.366,5,-3.57,102.7,-3.1,103.7,-0.1,107.3,3.5,,
CLE,1977,NBA,CLE,43,39,.524,3,0.44,103.5,-3.2,99.9,-1.0,99.4,-1.5,Lost E. Conf. 1st Rnd.,
CLE,1976,NBA,CLE,43,39,.524,4,1.08,101.5,-5.0,100.0,0.5,98.9,-0.6,Lost E. Conf. 1st Rnd.,
CLE,1975,NBA,CLE,49,33,.598,1,2.34,101.6,-3.9,99.5,1.2,97.0,-1.3,Lost E. Conf. Finals,
CLE,1974,NBA,CLE,40,42,.488,3,-0.31,100.4,-4.1,97.6,-0.1,98.0,0.3,,
CLE,1973,NBA,CLE,29,53,.354,4,-4.16,104.1,-3.7,96.0,-1.7,100.1,2.4,,
CLE,1972,NBA,CLE,32,50,.390,4,-2.64,108.3,-2.4,94.0,-2.8,96.5,-0.3,,
CLE,1971,NBA,CLE,23,59,.280,4,-7.90,111.5,-0.5,94.5,-3.4,101.4,3.5,,
CLE,1970,NBA,CLE,15,67,.183,4,-12.04,110.6,-4.5,92.3,-4.9,102.4,5.2,,
DAL,2014,NBA,DAL,34,18,.654,3,5.20,94.4,0.6,112.0,6.2,106.0,0.2,,
DAL,2013,NBA,DAL,49,33,.598,4,2.91,93.5,-0.4,111.2,4.5,108.7,2.0,Lost W. Conf. 1st Rnd.,
DAL,2012,NBA,DAL,41,41,.500,4,-0.24,94.1,2.1,105.9,0.0,106.5,0.6,,
DAL,2011,NBA,DAL,36,30,.545,3,1.78,91.4,0.1,103.3,-1.3,102.3,-2.3,Lost W. Conf. 1st Rnd.,
DAL,2010,NBA,DAL,57,25,.695,2,4.41,91.3,-0.8,109.7,2.4,105.0,-2.3,Won Finals,
DAL,2009,NBA,DAL,55,27,.671,1,2.66,92.5,-0.2,109.2,1.6,106.3,-1.3,Lost W. Conf. 1st Rnd.,
DAL,2008,NBA,DAL,50,32,.610,3,1.68,91.5,-0.2,110.5,2.2,108.4,0.1,Lost W. Conf. Semis,
DAL,2007,NBA,DAL,51,31,.622,4,4.70,90.2,-2.2,111.1,3.6,106.1,-1.4,Lost W. Conf. 1st Rnd.,
DAL,2006,NBA,DAL,67,15,.817,1,7.28,89.5,-2.4,111.3,4.8,103.2,-3.3,Lost W. Conf. 1st Rnd.,
DAL,2005,NBA,DAL,60,22,.732,2,5.96,87.8,-2.7,111.8,5.6,105.0,-1.2,Lost Finals,
DAL,2004,NBA,DAL,58,24,.707,2,5.86,92.7,1.8,110.3,4.2,104.1,-2.0,Lost W. Conf. Semis,
DAL,2003,NBA,DAL,52,30,.634,3,4.86,93.2,3.1,112.1,9.2,107.4,4.5,Lost W. Conf. 1st Rnd.,
DAL,2002,NBA,DAL,60,22,.732,2,7.90,92.5,1.5,110.7,7.1,102.3,-1.3,Lost W. Conf. Finals,
DAL,2001,NBA,DAL,57,25,.695,2,4.41,92.8,2.1,112.2,7.7,107.7,3.2,Lost W. Conf. Semis,
DAL,2000,NBA,DAL,53,29,.646,3,4.61,93.2,1.9,107.1,4.1,102.6,-0.4,Lost W. Conf. Semis,
DAL,1999,NBA,DAL,40,42,.488,4,-0.29,94.9,1.8,106.6,2.5,107.2,3.1,,
DAL,1998,NBA,DAL,19,31,.380,5,-2.50,89.0,0.1,102.3,0.1,104.9,2.7,,
DAL,1997,NBA,DAL,20,62,.244,5,-6.33,89.9,-0.4,100.5,-4.5,107.2,2.2,,
DAL,1996,NBA,DAL,24,58,.293,4,-6.47,89.0,-1.1,101.1,-5.6,108.2,1.5,,
DAL,1995,NBA,DAL,26,56,.317,6,-4.71,95.4,3.6,106.1,-1.5,111.2,3.6,,
DAL,1994,NBA,DAL,36,46,.439,5,-2.39,94.7,1.8,107.6,-0.7,110.6,2.3,,
DAL,1993,NBA,DAL,13,69,.159,6,-8.19,94.5,-0.6,100.4,-5.9,109.6,3.3,,
DAL,1992,NBA,DAL,11,71,.134,6,-14.68,99.5,2.7,99.5,-8.5,114.7,6.7,,
DAL,1991,NBA,DAL,22,60,.268,5,-7.47,94.4,-2.2,103.0,-5.2,111.1,2.9,,
DAL,1990,NBA,DAL,28,54,.341,6,-4.27,94.2,-3.6,105.5,-2.4,110.3,2.4,,
DAL,1989,NBA,DAL,47,35,.573,3,0.42,94.5,-3.8,107.2,-0.9,107.2,-0.9,Lost W. Conf. 1st Rnd.,
DAL,1988,NBA,DAL,38,44,.463,4,-1.79,95.9,-4.7,107.4,-0.4,108.6,0.8,,
DAL,1987,NBA,DAL,53,29,.646,2,3.59,97.0,-2.6,112.2,4.2,107.7,-0.3,Lost W. Conf. Finals,
DAL,1986,NBA,DAL,55,27,.671,1,5.54,100.5,-0.3,114.9,6.6,108.7,0.4,Lost W. Conf. 1st Rnd.,
DAL,1985,NBA,DAL,44,38,.537,3,0.70,102.2,0.1,112.1,4.9,111.0,3.8,Lost W. Conf. Semis,
DAL,1984,NBA,DAL,44,38,.537,3,1.80,98.8,-3.3,111.5,3.6,109.3,1.4,Lost W. Conf. 1st Rnd.,
DAL,1983,NBA,DAL,43,39,.524,2,0.15,99.0,-2.4,110.0,2.4,109.6,2.0,Lost W. Conf. Semis,
DAL,1982,NBA,DAL,38,44,.463,4,-0.70,102.8,-0.3,109.4,4.7,109.8,5.1,,
DAL,1981,NBA,DAL,28,54,.341,5,-4.48,98.5,-2.4,105.9,-1.0,110.4,3.5,,
DAL,1980,NBA,DAL,15,67,.183,6,-8.33,98.6,-3.2,102.4,-3.1,110.8,5.3,,
DEN,2014,NBA,DEN,19,32,.373,3,-3.27,95.9,2.1,103.8,-2.0,107.5,1.7,,
DEN,2013,NBA,DEN,36,46,.439,4,-1.40,98.1,4.2,106.0,-0.7,108.2,1.5,,
DEN,2012,NBA,DEN,57,25,.695,2,5.37,95.1,3.1,110.4,4.5,105.1,-0.8,Lost W. Conf. 1st Rnd.,
DEN,2011,NBA,DEN,38,28,.576,2,3.16,94.2,2.9,109.2,4.6,106.2,1.6,Lost W. Conf. 1st Rnd.,
DEN,2010,NBA,DEN,50,32,.610,2,4.81,95.6,3.5,112.3,5.0,107.3,0.0,Lost W. Conf. 1st Rnd.,
DEN,2009,NBA,DEN,53,29,.646,1,4.15,94.8,2.1,111.8,4.2,107.5,-0.1,Lost W. Conf. 1st Rnd.,
DEN,2008,NBA,DEN,54,28,.659,1,3.13,94.3,2.6,110.4,2.1,106.8,-1.5,Lost W. Conf. Finals,
DEN,2007,NBA,DEN,50,32,.610,2,3.74,99.7,7.3,110.0,2.5,106.3,-1.2,Lost W. Conf. 1st Rnd.,
DEN,2006,NBA,DEN,45,37,.549,2,1.69,97.4,5.5,107.6,1.1,105.9,-0.6,Lost W. Conf. 1st Rnd.,
DEN,2005,NBA,DEN,44,38,.537,1,0.36,93.9,3.4,105.5,-0.7,105.2,-1.0,Lost W. Conf. 1st Rnd.,
DEN,2004,NBA,DEN,49,33,.598,2,2.23,93.5,2.6,106.0,-0.1,103.9,-2.2,Lost W. Conf. 1st Rnd.,
DEN,2003,NBA,DEN,43,39,.524,6,1.65,93.3,3.2,103.9,1.0,102.7,-0.2,Lost W. Conf. 1st Rnd.,
DEN,2002,NBA,DEN,17,65,.207,7,-7.41,91.0,0.0,92.2,-11.4,101.3,-2.3,,
DEN,2001,NBA,DEN,27,55,.329,6,-5.19,90.4,-0.3,101.4,-3.1,107.8,3.3,,
DEN,2000,NBA,DEN,40,42,.488,6,-1.83,92.6,1.3,103.7,0.7,106.3,3.3,,
DEN,1999,NBA,DEN,35,47,.427,5,-1.76,94.7,1.6,103.5,-0.6,105.8,1.7,,
DEN,1998,NBA,DEN,14,36,.280,6,-6.67,90.5,1.6,103.1,0.9,110.4,8.2,,
DEN,1997,NBA,DEN,11,71,.134,7,-11.74,89.7,-0.6,99.0,-6.0,112.1,7.1,,
DEN,1996,NBA,DEN,21,61,.256,5,-6.40,92.4,2.3,104.5,-2.2,111.2,4.5,,
DEN,1995,NBA,DEN,35,47,.427,4,-2.62,92.2,0.4,105.2,-2.4,108.1,0.5,,
DEN,1994,NBA,DEN,41,41,.500,4,0.96,91.5,-1.4,109.1,0.8,108.2,-0.1,Lost W. Conf. 1st Rnd.,
DEN,1993,NBA,DEN,42,40,.512,4,1.54,96.1,1.0,103.9,-2.4,102.3,-4.0,Lost W. Conf. Semis,
DEN,1992,NBA,DEN,36,46,.439,4,-2.14,99.8,3.0,104.6,-3.4,106.3,-1.7,,
DEN,1991,NBA,DEN,24,58,.293,4,-7.59,98.6,2.0,100.7,-7.5,108.6,0.4,,
DEN,1990,NBA,DEN,20,62,.244,7,-10.31,113.7,15.9,105.2,-2.7,114.7,6.8,,
DEN,1989,NBA,DEN,43,39,.524,4,1.56,105.4,7.1,108.0,-0.1,106.7,-1.4,Lost W. Conf. 1st Rnd.,
DEN,1988,NBA,DEN,44,38,.537,3,0.91,107.5,6.9,108.6,0.8,107.1,-0.7,Lost W. Conf. 1st Rnd.,
DEN,1987,NBA,DEN,54,28,.659,1,3.32,105.5,5.9,110.1,2.1,106.3,-1.7,Lost W. Conf. Semis,
DEN,1986,NBA,DEN,37,45,.451,4,-1.14,106.2,5.4,109.3,1.0,110.2,1.9,Lost W. Conf. 1st Rnd.,
DEN,1985,NBA,DEN,47,35,.573,2,0.89,106.7,4.6,107.1,-0.1,105.9,-1.3,Lost W. Conf. Semis,
DEN,1984,NBA,DEN,52,30,.634,1,2.05,107.6,5.5,110.7,2.8,108.4,0.5,Lost W. Conf. Finals,
DEN,1983,NBA,DEN,38,44,.463,3,-1.27,110.5,9.1,111.3,3.7,112.3,4.7,Lost W. Conf. 1st Rnd.,
DEN,1982,NBA,DEN,45,37,.549,2,0.27,112.1,9.0,109.7,5.0,109.1,4.4,Lost W. Conf. Semis,
DEN,1981,NBA,DEN,46,36,.561,2,0.13,109.8,8.9,114.3,7.4,113.9,7.0,Lost W. Conf. 1st Rnd.,
DEN,1980,NBA,DEN,37,45,.451,4,-0.95,109.8,8.0,109.4,3.9,109.8,4.3,,
DEN,1979,NBA,DEN,30,52,.366,3,-4.22,103.9,0.8,103.4,-1.9,107.6,2.3,,
DEN,1978,NBA,DEN,47,35,.573,2,1.24,105.9,0.1,104.4,0.6,103.2,-0.6,Lost W. Conf. 1st Rnd.,
DEN,1977,NBA,DEN,48,34,.585,1,0.80,108.5,1.8,102.3,1.4,101.5,0.6,Lost W. Conf. Finals,
DEN,1976,NBA,DEN,50,32,.610,1,4.95,111.2,4.7,100.7,1.2,96.1,-3.4,Lost W. Conf. Semis,
DEN,1975,ABA,DNA,60,24,.714,1,5.45,111.2,4.3,108.7,4.6,103.4,-0.7,Lost Finals,
DEN,1974,ABA,DNA,65,19,.774,1,6.63,107.6,4.5,109.4,4.7,102.7,-2.0,Lost W. Div. Finals,
DEN,1973,ABA,DNR,37,47,.440,5,-0.49,103.2,0.6,103.1,0.1,103.5,0.5,Lost W. Div. Tiebreaker,
DEN,1972,ABA,DNR,47,37,.560,3,2.80,106.8,-2.5,103.1,1.3,100.1,-1.7,Lost W. Div. Semis,
DEN,1971,ABA,DNR,34,50,.405,4,-0.93,112.8,0.9,98.4,-2.2,99.5,-1.1,Lost W. Div. Semis,
DEN,1970,ABA,DNR,30,54,.357,5,-3.15,113.9,2.8,102.8,-2.2,106.3,1.3,Lost W. Div. Tiebreaker,
DEN,1969,ABA,DNR,51,33,.607,1,4.32,107.6,-1.6,106.2,3.5,102.2,-0.5,Lost W. Div. Finals,
DEN,1968,ABA,DNR,44,34,.564,3,1.41,106.9,-2.5,106.4,2.4,105.0,1.0,Lost W. Div. Semis,
DEN,1967,ABA,DNR,45,33,.577,3,3.53,103.0,-4.0,102.0,0.7,97.9,-3.4,Lost W. Div. Semis,
DET,2014,NBA,DET,20,31,.392,4,-1.84,93.6,-0.2,104.4,-1.4,106.1,0.3,,
DET,2013,NBA,DET,29,53,.354,4,-4.13,94.9,1.0,105.9,-0.8,109.7,3.0,,
DET,2012,NBA,DET,29,53,.354,4,-4.33,90.8,-1.2,103.8,-2.1,108.1,2.2,,
DET,2011,NBA,DET,25,41,.379,4,-5.19,89.2,-2.1,101.0,-3.6,106.3,1.7,,
DET,2010,NBA,DET,30,52,.366,4,-3.78,89.2,-2.9,107.7,0.4,111.7,4.4,,
DET,2009,NBA,DET,27,55,.329,5,-5.02,88.5,-4.2,105.6,-2.0,111.4,3.8,,
DET,2008,NBA,DET,39,43,.476,3,-0.36,86.7,-5.0,107.4,-0.9,108.0,-0.3,Lost E. Conf. 1st Rnd.,
DET,2007,NBA,DET,59,23,.720,1,6.67,87.3,-5.1,111.4,3.9,102.9,-4.6,Lost E. Conf. Finals,
DET,2006,NBA,DET,53,29,.646,1,3.69,87.3,-4.6,108.9,2.4,104.2,-2.3,Lost E. Conf. Finals,
DET,2005,NBA,DET,64,18,.780,1,6.24,86.8,-3.7,110.8,4.6,103.1,-3.1,Lost E. Conf. Finals,
DET,2004,NBA,DET,54,28,.659,1,3.31,87.2,-3.7,105.6,-0.5,101.2,-4.9,Lost Finals,
DET,2003,NBA,DET,54,28,.659,2,5.04,87.9,-2.2,102.0,-0.9,95.4,-7.5,Won Finals,
DET,2002,NBA,DET,50,32,.610,1,2.97,86.8,-4.2,104.1,0.5,99.9,-3.7,Lost E. Conf. Finals,
DET,2001,NBA,DET,50,32,.610,1,1.69,90.0,-0.7,104.8,0.3,102.4,-2.1,Lost E. Conf. Semis,
DET,2000,NBA,DET,32,50,.390,5,-2.08,94.7,3.4,100.0,-3.0,101.8,-1.2,,
DET,1999,NBA,DET,42,40,.512,4,1.13,95.7,2.6,107.3,3.2,105.8,1.7,Lost E. Conf. 1st Rnd.,
DET,1998,NBA,DET,29,21,.580,3,3.97,86.3,-2.6,104.2,2.0,100.3,-1.9,Lost E. Conf. 1st Rnd.,
DET,1997,NBA,DET,37,45,.451,6,1.95,88.2,-2.1,105.3,0.3,103.5,-1.5,,
DET,1996,NBA,DET,54,28,.659,3,5.45,84.5,-5.6,110.6,3.9,104.4,-2.3,Lost E. Conf. 1st Rnd.,
DET,1995,NBA,DET,46,36,.561,5,2.45,87.7,-4.1,107.9,0.3,105.1,-2.5,Lost E. Conf. 1st Rnd.,
DET,1994,NBA,DET,28,54,.341,7,-7.08,93.2,0.3,105.1,-3.2,112.9,4.6,,
DET,1993,NBA,DET,20,62,.244,7,-7.46,94.2,-0.9,102.7,-3.6,110.9,4.6,,
DET,1992,NBA,DET,40,42,.488,6,-1.10,93.2,-3.6,107.4,-0.6,108.9,0.9,,
DET,1991,NBA,DET,48,34,.585,3,2.06,91.6,-5.0,107.5,-0.7,105.3,-2.9,Lost E. Conf. 1st Rnd.,
DET,1990,NBA,DET,50,32,.610,2,3.08,91.9,-5.9,108.2,0.3,104.6,-3.3,Lost E. Conf. Finals,
DET,1989,NBA,DET,59,23,.720,1,5.41,94.4,-3.9,109.9,1.8,103.5,-4.6,Won Finals,
DET,1988,NBA,DET,63,19,.768,1,6.24,95.5,-5.1,110.8,3.0,104.7,-3.1,Won Finals,
DET,1987,NBA,DET,54,28,.659,1,5.46,98.3,-1.3,110.5,2.5,105.3,-2.7,Lost Finals,
DET,1986,NBA,DET,52,30,.634,2,3.51,101.0,0.2,109.2,0.9,105.8,-2.5,Lost E. Conf. Finals,
DET,1985,NBA,DET,46,36,.561,3,1.44,104.2,2.1,109.0,1.8,107.9,0.7,Lost E. Conf. 1st Rnd.,
DET,1984,NBA,DET,46,36,.561,2,2.73,105.0,2.9,109.6,1.7,107.2,-0.7,Lost E. Conf. Semis,
DET,1983,NBA,DET,49,33,.598,2,3.52,103.8,2.4,111.5,3.9,108.1,0.5,Lost E. Conf. 1st Rnd.,
DET,1982,NBA,DET,37,45,.451,3,-0.17,105.8,2.7,105.4,0.7,105.8,1.1,,
DET,1981,NBA,DET,39,43,.476,3,-0.63,104.3,3.4,105.8,-1.1,106.6,-0.3,,
DET,1980,NBA,DET,21,61,.256,6,-5.58,101.2,-0.6,98.1,-7.4,104.3,-1.2,,
DET,1979,NBA,DET,16,66,.195,6,-7.57,107.1,4.0,101.2,-4.1,108.8,3.5,,
DET,1978,NBA,DET,30,52,.366,4,-2.60,107.2,1.4,102.1,-1.7,104.6,0.8,,
DET,1977,NBA,DET,38,44,.463,4,-1.22,107.7,1.0,100.3,-0.6,101.5,0.6,,
DET,1976,NBA,DET,44,38,.537,2,-1.00,108.8,2.3,100.3,0.8,101.3,1.8,Lost W. Conf. 1st Rnd.,
DET,1975,NBA,DET,36,46,.439,2,-1.18,105.2,-0.3,99.2,0.9,100.2,1.9,Lost W. Conf. Semis,
DET,1974,NBA,DET,40,42,.488,3,-1.19,100.5,-4.0,98.3,0.6,99.7,2.0,Lost W. Conf. 1st Rnd.,
DET,1973,NBA,DET,52,30,.634,3,4.02,106.5,-1.3,97.6,-0.1,93.8,-3.9,Lost W. Conf. Semis,
DET,1972,NBA,DET,40,42,.488,3,0.54,111.5,0.8,98.4,1.6,98.2,1.4,,
DET,1971,NBA,DET,26,56,.317,4,-6.11,112.8,0.8,96.1,-1.8,102.2,4.3,,
DET,1970,NBA,DET,45,37,.549,4,-0.33,111.3,-3.8,98.1,0.9,98.7,1.5,,
DET,1969,NBA,DET,31,51,.378,7,-2.94,111.6,-5.5,100.1,1.1,103.1,4.1,,
DET,1968,NBA,DET,32,50,.390,6,-2.79,116.8,-0.1,97.3,1.8,100.0,4.5,,
DET,1967,NBA,DET,40,42,.488,4,-1.70,122.0,2.2,96.7,-0.1,98.4,1.6,Lost E. Div. Semis,
DET,1966,NBA,DET,30,51,.370,5,-4.98,121.5,-0.1,90.9,-5.2,95.4,-0.7,,
DET,1965,NBA,DET,22,58,.275,5,-6.07,123.4,2.0,89.4,-5.5,94.9,0.0,,
