PlayerID,Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
wwillich02,1973,27,KEN,ABA,PG,33,,27.9,3.3,7.8,.426,0.0,0.1,.333,3.3,7.7,.427,2.2,2.9,.742,0.6,1.7,2.3,5.2,0.8,0.1,2.6,2.0,8.8
wwillich02,1974,28,MMS,ABA,PG,81,,39.1,5.9,11.9,.494,0.1,0.3,.417,5.8,11.6,.496,2.6,3.2,.815,0.7,2.0,2.7,7.1,1.4,0.2,2.1,2.0,14.5
wwillich02,1975,29,DNA,ABA,PG,79,,32.0,4.3,8.4,.514,0.0,0.1,.000,4.3,8.3,.517,2.4,2.9,.814,0.5,2.1,2.7,4.7,1.5,0.1,2.3,2.7,11.0
wwillich02,1976,30,TOT,NBA,PG,65,,13.3,1.2,3.2,.371,,,,1.2,3.2,.371,1.0,1.3,.782,0.4,1.2,1.6,2.0,0.5,0.0,,0.9,3.4
wwillich02,1976,30,DEN,NBA,PG,21,,14.8,1.7,4.4,.376,,,,1.7,4.4,.376,1.4,1.9,.769,0.4,1.2,1.6,2.1,0.4,0.0,,1.2,4.8
wwillich02,1976,30,BUF,NBA,PG,44,,12.6,1.0,2.7,.368,,,,1.0,2.7,.368,0.9,1.1,.792,0.4,1.1,1.5,2.0,0.5,0.1,,0.8,2.8
wwillich02,1977,31,BUF,NBA,PG,73,,27.4,2.8,6.0,.477,,,,2.8,6.0,.477,1.6,1.9,.826,0.4,1.5,1.9,4.3,0.7,0.1,2.1,1.9,7.3
wwillich03,1976,23,CLE,NBA,SG,22,,3.0,0.6,2.1,.298,,,,0.6,2.1,.298,0.4,0.5,.750,0.1,0.0,0.2,0.3,0.0,0.0,,0.3,1.7
wwillicl01,1968,23,DET,NBA,,3,,6.0,0.7,3.0,.222,,,,0.7,3.0,.222,0.0,0.0,,,,1.0,0.7,,,,2.3,1.3
wwillico01,1992,22,CHI,NBA,PG,35,0,6.9,0.9,2.4,.365,0.0,0.1,.333,0.9,2.3,.366,0.5,0.6,.818,0.5,0.3,0.9,0.7,0.1,0.1,0.3,0.7,2.3
wwillico01,1993,23,MIN,NBA,PG,4,0,11.5,1.3,3.3,.385,0.0,0.3,.000,1.3,3.0,.417,0.3,0.3,1.000,0.3,1.3,1.5,1.5,0.5,0.0,0.5,1.5,2.8
wwillide01,2005,21,UTA,NBA,PG,80,47,28.8,4.2,10.1,.421,1.1,2.7,.416,3.1,7.3,.423,1.2,1.7,.704,0.4,2.0,2.4,4.5,0.8,0.2,1.8,2.9,10.8
wwillide01,2006,22,UTA,NBA,PG,80,80,36.9,6.2,13.5,.456,1.0,3.2,.322,5.2,10.4,.498,2.8,3.7,.767,0.5,2.8,3.3,9.3,1.0,0.2,3.1,3.2,16.2
wwillide01,2007,23,UTA,NBA,PG,82,82,37.3,6.9,13.6,.507,1.0,2.6,.395,5.9,11.1,.533,4.0,5.0,.803,0.4,2.5,3.0,10.5,1.1,0.3,3.4,2.4,18.8
wwillide01,2008,24,UTA,NBA,PG,68,68,36.8,6.8,14.5,.471,1.0,3.3,.310,5.8,11.1,.518,4.8,5.6,.849,0.4,2.5,2.9,10.7,1.1,0.3,3.4,2.0,19.4
wwillide01,2009,25,UTA,NBA,PG,76,76,36.9,6.5,13.9,.469,1.3,3.4,.371,5.2,10.4,.501,4.4,5.5,.801,0.7,3.3,4.0,10.5,1.3,0.2,3.3,2.7,18.7
wwillide01,2010,26,TOT,NBA,PG,65,65,37.9,6.6,15.0,.439,1.6,4.9,.331,5.0,10.1,.491,5.4,6.3,.845,0.6,3.4,4.0,10.3,1.2,0.2,3.5,2.9,20.1
wwillide01,2010,26,UTA,NBA,PG,53,53,37.9,7.0,15.2,.458,1.7,4.9,.345,5.3,10.3,.511,5.7,6.7,.853,0.6,3.3,3.9,9.7,1.2,0.2,3.5,2.9,21.3
wwillide01,2010,26,NJN,NBA,PG,12,12,38.0,4.9,14.1,.349,1.3,4.9,.271,3.6,9.2,.391,3.8,4.8,.793,0.7,3.9,4.6,12.8,1.3,0.3,3.6,3.2,15.0
wwillide01,2011,27,NJN,NBA,PG,55,55,36.3,7.1,17.5,.407,2.1,6.2,.336,5.0,11.3,.446,4.7,5.5,.843,0.4,2.9,3.3,8.7,1.2,0.4,4.0,2.2,21.0
wwillide01,2012,28,BRK,NBA,PG,78,78,36.4,6.3,14.4,.440,2.2,5.7,.378,4.2,8.7,.482,4.1,4.7,.859,0.4,2.6,3.0,7.7,1.0,0.4,2.8,2.5,18.9
wwillide01,2013,29,BRK,NBA,PG,64,58,32.2,5.0,11.2,.450,1.5,4.2,.366,3.5,7.0,.500,2.7,3.4,.801,0.2,2.4,2.6,6.1,1.5,0.2,2.2,2.3,14.3
wwillide01,2014,30,BRK,NBA,PG,33,25,31.2,4.5,11.3,.401,1.4,3.6,.398,3.1,7.8,.402,3.5,4.0,.864,0.5,2.6,3.0,6.2,1.0,0.3,2.3,2.2,14.0
wwillide02,2011,20,MIN,NBA,PF,66,15,21.5,3.1,7.5,.412,0.6,2.1,.268,2.5,5.5,.467,2.1,3.0,.697,1.2,3.5,4.7,0.6,0.5,0.5,1.2,1.4,8.8
wwillide02,2012,21,MIN,NBA,PF,78,56,24.6,4.3,10.1,.430,0.8,2.5,.332,3.5,7.6,.463,2.5,3.5,.706,1.2,4.3,5.5,0.6,0.6,0.5,1.3,1.6,12.0
wwillide02,2013,22,TOT,NBA,SF-PF,78,15,23.3,2.6,6.2,.427,0.3,1.3,.263,2.3,4.9,.470,2.4,3.3,.718,0.9,3.2,4.1,0.7,0.6,0.3,1.0,1.5,8.0
wwillide02,2013,22,MIN,NBA,PF,11,0,14.7,1.7,4.9,.352,0.2,1.4,.133,1.5,3.5,.436,1.3,1.5,.875,0.3,2.1,2.4,0.1,0.4,0.4,0.5,0.8,4.9
wwillide02,2013,22,SAC,NBA,SF,67,15,24.7,2.8,6.4,.437,0.4,1.3,.286,2.4,5.1,.474,2.6,3.6,.708,1.0,3.4,4.4,0.8,0.7,0.2,1.0,1.6,8.5
wwillide02,2014,23,SAC,NBA,PF,41,5,17.1,2.4,5.4,.441,0.4,1.5,.267,2.0,3.9,.506,1.5,2.2,.652,0.5,2.0,2.6,0.5,0.4,0.0,0.6,0.8,6.6
wwillidu01,1979,23,UTA,NBA,PG,77,,23.3,3.0,6.7,.447,0.0,0.2,.000,3.0,6.6,.458,0.5,0.8,.700,0.3,1.1,1.4,2.4,1.3,0.1,1.4,2.2,6.6
wwilliea01,1974,23,PHO,NBA,C,79,,13.2,2.1,5.0,.414,,,,2.1,5.0,.414,0.6,1.3,.437,2.0,3.8,5.8,1.2,0.4,0.4,,1.8,4.7
wwilliea01,1975,24,DET,NBA,C,46,,12.2,1.6,3.3,.480,,,,1.6,3.3,.480,0.5,1.0,.500,2.2,3.2,5.5,0.4,0.5,0.4,,1.8,3.7
wwilliea01,1976,25,NYN,NBA,C,1,,7.0,0.0,2.0,.000,,,,0.0,2.0,.000,3.0,6.0,.500,1.0,1.0,2.0,1.0,0.0,1.0,,2.0,3.0
wwilliea01,1978,27,BOS,NBA,C,20,,13.7,2.7,6.2,.439,,,,2.7,6.2,.439,0.7,1.2,.583,2.1,3.2,5.3,0.6,0.6,0.5,1.0,2.1,6.1
wwilliel01,2011,22,POR,NBA,SG,24,0,6.2,1.5,3.1,.500,0.3,1.1,.296,1.2,2.0,.617,0.3,0.8,.333,0.3,0.5,0.8,0.3,0.3,0.1,0.2,0.8,3.7
wwilliel01,2013,24,PHI,NBA,SG,67,2,17.3,2.1,5.0,.415,0.6,1.9,.296,1.5,3.2,.486,1.3,1.8,.731,0.4,1.5,1.9,1.1,0.5,0.0,1.0,1.9,6.0
wwilliel01,2014,25,UTA,NBA,SG,5,0,8.4,1.2,2.6,.462,1.0,1.4,.714,0.2,1.2,.167,0.2,0.4,.500,0.0,0.6,0.6,0.8,0.4,0.0,0.8,0.2,3.6
wwillier01,1995,23,BOS,NBA,SF,64,6,23.0,3.8,8.5,.441,0.0,0.2,.300,3.7,8.4,.444,3.1,4.7,.671,1.4,2.0,3.4,1.1,0.9,0.2,1.4,2.3,10.7
wwillier01,1996,24,BOS,NBA,SG,72,67,33.8,5.2,11.4,.456,0.0,0.1,.250,5.2,11.3,.458,4.6,6.1,.752,1.8,2.8,4.6,1.8,1.0,0.2,1.9,3.0,15.0
wwillier01,1997,25,DEN,NBA,SF,4,4,36.3,6.0,15.3,.393,0.0,0.0,,6.0,15.3,.393,7.8,11.3,.689,2.5,2.8,5.3,3.0,1.0,0.0,2.3,2.3,19.8
wwillier01,1998,26,DEN,NBA,SF,38,8,20.5,2.1,5.8,.365,0.2,0.7,.231,1.9,5.1,.383,2.9,3.7,.799,0.9,1.2,2.1,1.0,0.7,0.2,1.3,2.0,7.3
wwillier01,1999,27,BOS,NBA,SF,68,17,20.3,2.4,5.7,.427,0.4,1.1,.347,2.1,4.6,.446,2.0,2.5,.793,0.8,1.5,2.3,1.4,0.6,0.2,1.0,2.4,7.2
wwillier01,2000,28,BOS,NBA,SF,81,11,21.5,2.0,5.5,.362,0.6,1.7,.331,1.4,3.8,.375,2.0,2.9,.714,0.8,1.8,2.6,1.4,0.8,0.2,0.9,2.2,6.6
wwillier01,2001,29,BOS,NBA,SF,74,30,23.6,1.9,5.2,.374,0.3,1.2,.279,1.6,4.0,.401,2.2,3.0,.731,0.8,2.2,3.0,1.5,1.0,0.1,1.3,2.4,6.4
wwillier01,2002,30,BOS,NBA,SF,82,79,28.7,3.1,7.0,.442,0.5,1.3,.336,2.6,5.7,.467,2.5,3.3,.750,1.7,2.9,4.7,1.7,1.0,0.2,1.2,2.9,9.1
wwillier01,2003,31,TOT,NBA,SF,71,36,26.6,3.3,8.4,.386,0.5,1.8,.276,2.8,6.6,.416,3.0,4.0,.760,0.9,3.1,4.0,1.7,1.0,0.1,1.2,2.5,10.0
wwillier01,2003,31,BOS,NBA,SF,21,0,24.4,3.7,8.4,.435,0.5,1.5,.344,3.1,6.9,.455,3.7,5.2,.716,1.0,3.5,4.5,1.2,1.0,0.0,1.5,2.5,11.6
