Team_id,Season,No,Player,Pos,Experience
CHI,2002,44,hassetr01,SG,1,
CHI,2002,20,hoibefr01,SG,7,
CHI,2002,42,marshdo01,PF,8,
CHI,2002,31,masonro01,SF,0,
CHI,2002,32,robined01,SF,3,
CHI,2002,5,roseja01,SF,8,
CHI,2002,22,willija03,PG,0,
CHI,2001,50,anthogr01,PG,10,
CHI,2001,44,bagarda01,C,1,
CHI,2001,6,besttr01,PG,6,
CHI,2001,3,chandty01,C,0,
CHI,2001,1,crawfja01,PG,1,
CHI,2001,2,curryed01,C,0,
CHI,2001,21,fizerma01,PF,1,
CHI,2001,11,guytoaj01,PG,1,
CHI,2001,22,hassetr01,SG,0,
CHI,2001,20,hoibefr01,SG,6,
CHI,2001,5,mercero01,SG,4,
CHI,2001,40,millebr01,C,3,
CHI,2001,34,oaklech01,PF,16,
CHI,2001,12,ollieke01,PG,4,
CHI,2001,31,richano01,SG,0,
CHI,2001,32,robined01,SF,2,
CHI,2001,5,roseja01,SF,7,
CHI,2001,15,artesro01,SF,2,
CHI,2000,44,bagarda01,C,0,
CHI,2000,25,benjaco01,PG,2,
CHI,2000,42,brandel01,PF,1,
CHI,2000,1,crawfja01,PG,0,
CHI,2000,24,drewbr01,PG,2,
CHI,2000,2,elamikh01,PG,0,
CHI,2000,21,fizerma01,PF,0,
CHI,2000,30,goodrst01,PF,0,
CHI,2000,11,guytoaj01,PG,0,
CHI,2000,20,hoibefr01,SG,5,
CHI,2000,5,mercero01,SG,3,
CHI,2000,40,millebr01,C,2,
CHI,2000,51,ruffimi01,PF,1,
CHI,2000,12,tarladr01,C,0,
CHI,2000,43,voskuja01,C,0,
CHI,2000,15,artesro01,SF,1,
CHI,1999,22,anstech01,C,2,
CHI,1999,11,armstbj01,PG,10,
CHI,1999,25,benjaco01,SG,1,
CHI,1999,42,brandel01,PF,0,
CHI,1999,1,brownra02,PG,8,
CHI,1999,43,carrch01,SF,4,
CHI,1999,18,davidko01,SF,1,
CHI,1999,3,hawkihe01,SG,11,
CHI,1999,20,hoibefr01,SG,4,
CHI,1999,6,ketnela01,PF,0,
CHI,1999,7,kukocto01,SF,6,
CHI,1999,5,larueru01,PG,2,
CHI,1999,12,malonma01,PG,3,
CHI,1999,32,perduwi01,C,11,
CHI,1999,6,reevekh01,PG,5,
CHI,1999,51,ruffimi01,PF,0,
CHI,1999,8,simpkdi01,PF,5,
CHI,1999,9,starkjo01,SG,10,
CHI,1999,9,willode01,PG,0,
CHI,1999,15,artesro01,SF,0,
CHI,1998,31,barrybr01,SG,3,
CHI,1998,25,benjaco01,PG,0,
CHI,1998,44,bennema01,PF,2,
CHI,1998,22,boothke01,SF,1,
CHI,1998,1,brownra02,PG,7,
CHI,1998,2,bryanma01,PF,10,
CHI,1998,21,carrco01,SG,0,
CHI,1998,18,davidko01,SF,0,
CHI,1998,9,harpero01,SG,12,
CHI,1998,11,jonesch03,SG,0,
CHI,1998,7,kukocto01,SF,5,
CHI,1998,28,langan01,C,10,
CHI,1998,5,larueru01,PG,1,
CHI,1998,8,simpkdi01,C,4,
CHI,1998,34,wennibi01,C,11,
CHI,1997,22,boothke01,SF,0,
CHI,1997,0,brownra02,PG,6,
CHI,1997,30,buechju01,SF,7,
CHI,1997,24,burresc01,SF,4,
CHI,1997,35,caffeja01,PF,2,
CHI,1997,9,harpero01,PG,11,
CHI,1997,23,jordami01,SG,12,
CHI,1997,25,kerrst01,PG,9,
CHI,1997,53,kleinjo01,C,12,
CHI,1997,7,kukocto01,SF,4,
CHI,1997,5,larueru01,PG,0,
CHI,1997,13,longllu01,C,6,
CHI,1997,33,pippesc01,SF,10,
CHI,1997,91,rodmade01,PF,11,
CHI,1997,8,simpkdi01,PF,3,
CHI,1997,,vaughda02,PF,2,
CHI,1997,34,wennibi01,C,10,
CHI,1996,1,brownra02,PG,5,
CHI,1996,30,buechju01,SF,6,
CHI,1996,35,caffeja01,PF,1,
CHI,1996,18,delebi01,C,5,
CHI,1996,9,harpero01,SG,10,
CHI,1996,23,jordami01,SG,11,
CHI,1996,25,kerrst01,PG,8,
CHI,1996,7,kukocto01,SF,3,
CHI,1996,13,longllu01,C,5,
CHI,1996,00,parisro01,C,20,
CHI,1996,33,pippesc01,SF,9,
CHI,1996,91,rodmade01,PF,10,
CHI,1996,8,simpkdi01,PF,2,
CHI,1996,6,steigma01,SF,0,
CHI,1996,34,wennibi01,C,9,
CHI,1995,0,brownra02,PG,4,
CHI,1995,30,buechju01,SF,5,
CHI,1995,35,caffeja01,PF,0,
CHI,1995,53,edwarja01,C,18,
CHI,1995,54,haleyja01,C,6,
CHI,1995,9,harpero01,PG,9,
CHI,1995,23,jordami01,SG,10,
CHI,1995,25,kerrst01,PG,7,
CHI,1995,7,kukocto01,SF,2,
CHI,1995,13,longllu01,C,4,
CHI,1995,33,pippesc01,SF,8,
CHI,1995,91,rodmade01,PF,9,
CHI,1995,22,sallejo01,PF,9,
CHI,1995,8,simpkdi01,PF,1,
CHI,1995,34,wennibi01,C,8,
CHI,1994,10,armstbj01,PG,5,
CHI,1994,44,blounco01,PF,1,
CHI,1994,30,buechju01,SF,4,
CHI,1994,3,englijo01,SG,2,
CHI,1994,35,fostegr01,PF,4,
CHI,1994,9,harpero01,SG,8,
CHI,1994,45,jordami01,SG,9,
CHI,1994,25,kerrst01,PG,6,
CHI,1994,42,krystla01,PF,7,
CHI,1994,7,kukocto01,SF,1,
CHI,1994,13,longllu01,C,3,
CHI,1994,20,myerspe01,SG,6,
CHI,1994,32,perduwi01,C,6,
CHI,1994,33,pippesc01,SF,7,
CHI,1994,8,simpkdi01,PF,0,
CHI,1994,34,wennibi01,C,7,
CHI,1993,10,armstbj01,PG,4,
CHI,1993,44,blounco01,PF,0,
CHI,1993,24,cartwbi01,C,13,
CHI,1993,3,englijo01,SG,1,
CHI,1993,54,grantho01,PF,6,
CHI,1993,8,johnsda01,SG,1,
CHI,1993,25,kerrst01,PG,5,
CHI,1993,,kingst01,C,4,
CHI,1993,7,kukocto01,SF,0,
CHI,1993,13,longllu01,C,2,
CHI,1993,20,myerspe01,SG,5,
CHI,1993,5,paxsojo01,PG,10,
CHI,1993,32,perduwi01,C,5,
CHI,1993,33,pippesc01,SF,6,
CHI,1993,34,wennibi01,C,6,
CHI,1993,42,willisc01,C,3,
CHI,1992,10,armstbj01,PG,3,
CHI,1992,17,blantri01,SF,0,
CHI,1992,24,cartwbi01,C,12,
CHI,1992,40,courtjo01,PF,0,
CHI,1992,3,englijo01,SG,0,
CHI,1992,54,grantho01,PF,5,
CHI,1992,23,jordami01,SG,8,
CHI,1992,21,kingst01,C,3,
CHI,1992,22,mccraro01,SF,9,
CHI,1992,45,nealyed01,PF,9,
CHI,1992,5,paxsojo01,PG,9,
CHI,1992,32,perduwi01,C,4,
CHI,1992,33,pippesc01,SF,5,
CHI,1992,6,tucketr01,SG,10,
CHI,1992,20,walkeda01,PG,9,
CHI,1992,12,willico01,PG,0,
CHI,1992,42,willisc01,PF,2,
CHI,1991,10,armstbj01,PG,2,
CHI,1991,24,cartwbi01,C,11,
CHI,1991,54,grantho01,PF,4,
CHI,1991,20,hansebo01,SG,8,
CHI,1991,14,hodgecr01,SG,9,
CHI,1991,2,hopsode01,SG,4,
CHI,1991,23,jordami01,SG,7,
CHI,1991,21,kingst01,PF,2,
CHI,1991,53,levincl01,PF,9,
CHI,1991,25,nevitch01,C,7,
CHI,1991,5,paxsojo01,PG,8,
CHI,1991,32,perduwi01,C,3,
CHI,1991,33,pippesc01,SF,4,
CHI,1991,52,randama01,PF,0,
CHI,1991,2,sparrro01,PG,11,
CHI,1991,42,willisc01,PF,1,
CHI,1990,10,armstbj01,PG,1,
CHI,1990,24,cartwbi01,C,10,
CHI,1990,54,grantho01,PF,3,
CHI,1990,14,hodgecr01,SG,8,
CHI,1990,2,hopsode01,SF,3,
CHI,1990,23,jordami01,SG,6,
CHI,1990,34,kingst01,PF,1,
CHI,1990,53,levincl01,PF,8,
CHI,1990,5,paxsojo01,PG,7,
CHI,1990,32,perduwi01,C,2,
CHI,1990,33,pippesc01,SF,3,
CHI,1990,42,willisc01,PF,0,
CHI,1989,10,armstbj01,PG,0,
CHI,1989,24,cartwbi01,C,9,
CHI,1989,22,davisch02,SF,7,
CHI,1989,54,grantho01,PF,2,
CHI,1989,15,haleyja01,PF,1,
CHI,1989,14,hodgecr01,SG,7,
CHI,1989,12-23,jordami01,SG,5,
CHI,1989,34,kingst01,PF,0,
CHI,1989,11,lettcl01,PG,0,
CHI,1989,45,nealyed01,PF,6,
CHI,1989,5,paxsojo01,PG,6,
CHI,1989,32,perduwi01,C,1,
CHI,1989,33,pippesc01,SF,2,
CHI,1989,42,sandeje01,PF,0,
CHI,1988,24,cartwbi01,C,8,
CHI,1988,40,corzida01,C,10,
CHI,1988,22,davisch02,SF,6,
CHI,1988,54,grantho01,PF,1,
CHI,1988,15,haleyja01,PF,0,
CHI,1988,14,hodgecr01,SG,6,
CHI,1988,22,jonesan01,SG,1,
CHI,1988,23,jordami01,SG,4,
CHI,1988,45,nealyed01,PF,5,
CHI,1988,4,paxsojo01,PG,5,
CHI,1988,32,perduwi01,C,0,
CHI,1988,33,pippesc01,SF,1,
CHI,1988,12,pressdo01,PG,0,
CHI,1988,6,sellebr01,PF,2,
CHI,1988,11,vincesa01,PG,3,
CHI,1988,34,woodda01,PF,0,
CHI,1987,17,brownmi01,C,1,
CHI,1987,40,corzida01,C,9,
CHI,1987,53,gilmoar01,C,16,
CHI,1987,54,grantho01,PF,0,
CHI,1987,23,jordami01,SG,3,
CHI,1987,34,oaklech01,PF,2,
CHI,1987,5,paxsojo01,PG,4,
CHI,1987,33,pippesc01,SF,0,
CHI,1987,6,sellebr01,SF,1,
CHI,1987,2,sparrro01,PG,7,
CHI,1987,3,threase01,PG,4,
CHI,1987,21,turneel01,SF,6,
CHI,1987,11,vincesa01,PG,2,
CHI,1987,31,waitegr01,C,4,
CHI,1987,11,whiteto01,PG,0,
CHI,1986,20,banksge01,SF,5,
CHI,1986,17,brownmi01,C,0,
CHI,1986,11,cofiefr01,PG,1,
CHI,1986,22,coltest01,PG,2,
CHI,1986,40,corzida01,C,8,
CHI,1986,25,curetea01,C,6,
CHI,1986,30,dayeda01,SF,3,
CHI,1986,23,jordami01,SG,2,
CHI,1986,10,myerspe01,SG,0,
CHI,1986,34,oaklech01,PF,1,
CHI,1986,5,paxsojo01,PG,3,
CHI,1986,50,poquebe01,PF,9,
CHI,1986,6,sellebr01,PF,0,
CHI,1986,3,threase01,PG,3,
CHI,1986,21,turneel01,SF,5,
CHI,1986,31,waitegr01,C,3,
CHI,1986,12-24,youngpe01,SG,0,
CHI,1985,20,banksge01,SF,4,
CHI,1985,,brewero01,SG,7,
CHI,1985,,brownto01,SG,1,
CHI,1985,40,corzida01,C,7,
CHI,1985,44,dailequ01,SG,3,
CHI,1985,8,gervige01,SG,13,
CHI,1985,21,greensi02,PF,2,
CHI,1985,,higgiro01,SF,3,
CHI,1985,10-32,holtomi01,PG,1,
CHI,1985,23,jordami01,SG,1,
CHI,1985,24,macyky01,PG,5,
CHI,1985,,mckinbi01,PG,6,
CHI,1985,34,oaklech01,PF,0,
CHI,1985,33,oldhaja01,C,5,
CHI,1985,15,paxsojo01,PG,2,
CHI,1985,,smrekmi01,C,0,
CHI,1985,0,woolror01,SF,4,
CHI,1984,40,corzida01,C,6,
CHI,1984,44,dailequ01,SG,2,
CHI,1984,34,englech01,C,2,
CHI,1984,21,greensi02,PF,1,
CHI,1984,10,greenda01,PF,5,
CHI,1984,22,higgiro01,SF,2,
CHI,1984,32,johnsst03,C,3,
CHI,1984,27,jonesca01,C,11,
CHI,1984,13,jonesch01,PF,1,
CHI,1984,23,jordami01,SG,0,
CHI,1984,1,matthwe01,PG,4,
CHI,1984,33,oldhaja01,C,4,
CHI,1984,3,whatlen01,PG,1,
CHI,1984,0,woolror01,SF,3,
CHI,1983,54,bryanwa01,C,0,
CHI,1983,40,corzida01,C,5,
CHI,1983,44,dailequ01,SG,1,
CHI,1983,21,greensi02,PF,0,
CHI,1983,34,greenda01,PF,4,
CHI,1983,22,higgiro01,SF,1,
CHI,1983,32,johnsst03,C,2,
CHI,1983,12,lestero01,PG,3,
CHI,1983,33,oldhaja01,C,3,
CHI,1983,24,theusre01,PG,5,
CHI,1983,3,whatlen01,PG,0,
CHI,1983,15,wiggimi01,SG,0,
CHI,1983,0,woolror01,SF,2,
CHI,1982,7,bradldu01,SG,3,
CHI,1982,23,bratzmi01,PG,5,
CHI,1982,40,corzida01,C,4,
CHI,1982,44,dailequ01,SG,0,
CHI,1982,34,greenda01,PF,3,
CHI,1982,22,higgiro01,SF,0,
CHI,1982,11,jackstr01,SG,1,
CHI,1982,13,jonesdw01,PF,9,
CHI,1982,35,kenonla01,PF,9,
CHI,1982,12,lestero01,PG,2,
CHI,1982,53,olberma01,PF,7,
CHI,1982,33,oldhaja01,C,2,
CHI,1982,35,sprigla01,SF,1,
CHI,1982,24,theusre01,PG,4,
CHI,1982,0,woolror01,SF,1,
CHI,1981,22,blumera01,SG,0,
CHI,1981,21,burkmro01,SG,0,
CHI,1981,26,dietrco01,C,11,
CHI,1981,53,gilmoar01,C,10,
CHI,1981,34,greenda01,PF,2,
CHI,1981,11,jackstr01,SG,0,
CHI,1981,13,jonesdw01,PF,8,
CHI,1981,35,kenonla01,PF,8,
CHI,1981,12,lestero01,PG,1,
CHI,1981,8,robinja01,SF,2,
CHI,1981,14,soberri01,SG,6,
CHI,1981,24,theusre01,SG,3,
CHI,1981,32,wilkeja02,SF,1,
CHI,1981,0,woolror01,SF,0,
CHI,1980,26,dietrco01,C,10,
CHI,1980,53,gilmoar01,C,9,
CHI,1980,34,greenda01,PF,1,
CHI,1980,13,jonesdw01,PF,7,
CHI,1980,35,kenonla01,SF,7,
CHI,1980,12,lestero01,PG,0,
CHI,1980,23,mackol01,SG,1,
CHI,1980,7,maysc01,SF,4,
CHI,1980,14-40,soberri01,PG,5,
CHI,1980,24,theusre01,SG,2,
CHI,1980,33,wilkebo01,SG,4,
CHI,1980,32,wilkeja02,SF,0,
CHI,1980,31,worthsa01,PG,0,
CHI,1979,20,awtrede01,C,9,
CHI,1979,1,beshode01,PG,1,
CHI,1979,55,brownro02,C,4,
CHI,1979,26,dietrco01,C,9,
CHI,1979,53,gilmoar01,C,8,
CHI,1979,34,greenda01,PF,0,
CHI,1979,27,johnsol01,SF,7,
CHI,1979,13,jonesdw01,PF,6,
CHI,1979,54,landsma01,C,2,
CHI,1979,23,mackol01,SG,0,
CHI,1979,17,maysc01,SF,3,
CHI,1979,15,mengejo01,SG,8,
CHI,1979,28,smithsa02,SF,1,
CHI,1979,40,soberri01,PG,4,
CHI,1979,24,theusre01,SG,1,
CHI,1978,14,armstta01,SG,1,
CHI,1978,50,brownjo01,SF,5,
CHI,1978,5,dudlech01,PG,5,
CHI,1978,53,gilmoar01,C,7,
CHI,1978,12,hollawi01,SG,3,
CHI,1978,8,johnsmi01,PF,4,
CHI,1978,27,johnsol01,SF,6,
CHI,1978,54,landsma01,PF,1,
CHI,1978,45,lloydsc01,C,2,
CHI,1978,17,maysc01,SF,2,
CHI,1978,15,mengejo01,SG,7,
CHI,1978,10,sheppst01,SF,1,
CHI,1978,24,theusre01,PG,0,
CHI,1978,44,wakefan01,SG,0,
CHI,1977,34,ardji01,C,7,
CHI,1977,14,armstta01,SG,0,
CHI,1977,18,boerwto01,C,9,
CHI,1977,40,dickede01,PF,4,
CHI,1977,53,gilmoar01,C,6,
CHI,1977,35,hansegl01,SG,2,
CHI,1977,12,hollawi01,SG,2,
CHI,1977,8,johnsmi01,PF,3,
CHI,1977,54,landsma01,PF,0,
CHI,1977,42,maysc01,SF,1,
CHI,1977,15,mengejo01,SG,6,
CHI,1977,41,pondecl01,PF,2,
CHI,1977,32,russeca01,SF,11,
CHI,1977,10-41,sheppst01,SF,0,
CHI,1977,2,vanlino01,PG,8,
CHI,1977,13,weathni01,SF,4,
CHI,1976,18,boerwto01,C,8,
CHI,1976,41,fernser01,C,1,
CHI,1976,53,gilmoar01,C,5,
CHI,1976,33,hicksph01,SF,0,
CHI,1976,12,hollawi01,SG,1,
CHI,1976,8,johnsmi01,PF,2,
CHI,1976,44,kroppto01,SG,1,
CHI,1976,31,laskojo01,SG,1,
CHI,1976,10,lovebo01,SF,10,
CHI,1976,24,marinja01,SF,10,
CHI,1976,17,maysc01,SF,0,
CHI,1976,7,mccrapa01,SG,2,
CHI,1976,15,mengejo01,SG,5,
CHI,1976,42,pondecl01,PF,1,
CHI,1976,11,smithwi02,PG,0,
CHI,1976,30,starrke01,SG,0,
CHI,1976,2,vanlino01,PG,7,
CHI,1975,5,benbole01,SG,1,
CHI,1975,35,blockjo01,PF,9,
CHI,1975,18,boerwto01,C,7,
CHI,1975,23-41,fernser01,C,0,
CHI,1975,23,garrero01,SF,3,
CHI,1975,14,guokama02,SG,9,
CHI,1975,8,johnsmi01,PF,1,
CHI,1975,20,laskojo01,SG,0,
CHI,1975,10,lovebo01,SF,9,
CHI,1975,24,marinja01,SF,9,
CHI,1975,32-42,pattest01,C,4,
CHI,1975,41-42,pondecl01,PF,0,
CHI,1975,4,sloanje01,SG,10,
CHI,1975,42,thurmna01,C,12,
CHI,1975,2,vanlino01,PG,6,
CHI,1975,34,wilsobo03,SG,1,
CHI,1974,12,adelmri01,PG,6,
CHI,1974,5,benbole01,SG,0,
CHI,1974,35,blockjo01,PF,8,
CHI,1974,18,boerwto01,C,6,
CHI,1974,23,garrero01,SF,2,
CHI,1974,14,guokama02,SG,8,
CHI,1974,31,hewitbi01,PF,5,
CHI,1974,8,johnsmi01,PF,0,
CHI,1974,10,lovebo01,PF,8,
CHI,1974,4,sloanje01,SG,9,
CHI,1974,42,thurmna01,C,11,
CHI,1974,2,vanlino01,PG,5,
CHI,1974,25,walkech01,SF,12,
CHI,1974,34,wilsobo03,SG,0,
CHI,1973,12-21,adelmri01,PG,5,
CHI,1973,20,awtrede01,C,3,
CHI,1973,18,boerwto01,C,5,
CHI,1973,23,garrero01,SF,1,
CHI,1973,42,hummejo01,PF,3,
CHI,1973,10,lovebo01,PF,7,
CHI,1973,54,porteho01,SF,2,
CHI,1973,14,raycl01,C,2,
CHI,1973,4,sloanje01,SG,8,
CHI,1973,2,vanlino01,PG,4,
CHI,1973,25,walkech01,SF,11,
CHI,1973,8,weissbo01,SG,8,
CHI,1972,20,awtrede01,C,2,
CHI,1972,18,boerwto01,C,4,
CHI,1972,23,garrero01,SF,0,
CHI,1972,24,heardga01,PF,2,
CHI,1972,21,kingji01,SG,9,
CHI,1972,10,lovebo01,PF,6,
CHI,1972,40,mcintke01,SF,1,
CHI,1972,54,porteho01,PF,1,
CHI,1972,14,raycl01,C,1,
CHI,1972,34,russefr01,SG,0,
CHI,1972,4,sloanje01,SG,7,
CHI,1972,2,vanlino01,PG,3,
CHI,1972,25,walkech01,SF,10,
CHI,1972,8,weissbo01,PG,7,
CHI,1971,18,boerwto01,C,3,
CHI,1971,22,colliji01,SG,1,
CHI,1971,23,dinkija01,SF,0,
CHI,1971,31,foxji01,C,4,
CHI,1971,21,kingji01,SG,8,
CHI,1971,10,lovebo01,PF,5,
CHI,1971,40,mcintke01,SF,0,
CHI,1971,42,paulkch01,PF,2,
CHI,1971,54,porteho01,SF,0,
CHI,1971,14,raycl01,C,0,
CHI,1971,4,sloanje01,SG,6,
CHI,1971,2-23,vanlino01,PG,2,
CHI,1971,25,walkech01,SF,9,
CHI,1971,8,weissbo01,PG,6,
CHI,1970,14,baumjo01,SF,1,
CHI,1970,18,boerwto01,C,2,
CHI,1970,22,colliji01,SG,0,
CHI,1970,31,foxji01,C,3,
CHI,1970,24,guokama02,SG,4,
CHI,1970,26,halimsh01,SG,2,
CHI,1970,6,holtaw01,SF,0,
CHI,1970,21,kingji01,PG,7,
CHI,1970,10,lovebo01,PF,4,
CHI,1970,44,ruffnpa01,C,0,
CHI,1970,4,sloanje01,SG,5,
CHI,1970,25,walkech01,SF,8,
CHI,1970,8,weissbo01,PG,5,
CHI,1969,9,baumjo01,SF,0,
CHI,1969,18,boerwto01,C,1,
CHI,1969,19,halimsh01,SG,1,
CHI,1969,11,haskicl01,SG,2,
CHI,1969,6,kauffbo01,PF,1,
CHI,1969,10,lovebo01,PF,3,
CHI,1969,16,mannied01,SF,2,
CHI,1969,15,peterlo01,SG,1,
CHI,1969,4,sloanje01,SF,4,
CHI,1969,16,tuckeal01,PF,2,
CHI,1969,25,walkech01,SF,7,
CHI,1969,8,weissbo01,PG,4,
CHI,1969,20,weslewa01,C,3,
CHI,1968,14,barneji01,PF,4,
CHI,1968,18,boerwto01,C,0,
CHI,1968,19,boozebo01,PF,8,
CHI,1968,16,clemeba01,SF,3,
CHI,1968,11,haskicl01,PG,1,
CHI,1968,10,lovebo01,PF,2,
CHI,1968,6,mueller01,PF,2,
CHI,1968,12,newmada01,C,0,
CHI,1968,15,peterlo01,SG,0,
CHI,1968,5,robinfl01,PG,2,
CHI,1968,4,sloanje01,SG,3,
CHI,1968,7,washiji01,SF,3,
CHI,1968,8,weissbo01,PG,3,
CHI,1968,9,wilbuke01,SF,1,
CHI,1967,14,barneji01,PF,3,
CHI,1967,19,boozebo01,PF,7,
CHI,1967,6,burnsji01,SG,0,
CHI,1967,16,clemeba01,SF,2,
CHI,1967,15,erickke01,SF,2,
CHI,1967,17,hardire01,C,3,
CHI,1967,11,haskicl01,PG,0,
CHI,1967,18,mclemmc01,SF,3,
CHI,1967,14,mueller01,PF,1,
CHI,1967,5,robinfl01,PG,1,
CHI,1967,5,rodgegu01,PG,9,
CHI,1967,8,schelda01,PG,1,
CHI,1967,4,sloanje01,SG,2,
CHI,1967,17,spitzcr01,C,0,
CHI,1967,7,washiji01,C,2,
CHI,1967,6-9,wilbuke01,SF,0,
CHI,1966,19,boozebo01,PF,6,
CHI,1966,12,bowmana01,C,0,
CHI,1966,17,chapple01,PF,4,
CHI,1966,16,clemeba01,SF,1,
CHI,1966,15,erickke01,SF,1,
CHI,1966,9,kojisdo01,SF,3,
CHI,1966,18,mclemmc01,SF,2,
CHI,1966,14,mueller01,C,0,
CHI,1966,5,rodgegu01,PG,8,
CHI,1966,8,schelda01,PG,0,
CHI,1966,4,sloanje01,SG,1,
CHI,1966,6,wardge01,SG,3,
CHI,1966,7,washiji01,PF,1,
CHI,1966,17,wilsoge01,C,2,
CLE,2014,33,haywobr01,C,12,
CLE,2014,17,varejan01,C,10,
CLE,2014,2,irvinky01,PG,3,
CLE,2014,13,thomptr01,PF,3,
CLE,2014,31,mariosh01,SF,15,
CLE,2014,23,jamesle01,SF,11,
CLE,2014,18,millemi01,SF,14,
CLE,2014,1,jonesja02,SF,11,
CLE,2014,0,loveke01,PF,6,
CLE,2014,4,shumpim01,SG,3,
CLE,2014,5,smithjr01,SG,10,
CLE,2014,20,mozgoti01,C,4,
CLE,2014,8,dellama01,SG,1,
CLE,2013,15,bennean01,SF,0,
CLE,2013,21,bynuman01,C,7,
CLE,2013,6,clarkea01,PF,4,
CLE,2013,31,curryse01,PG,0,
CLE,2013,8,dellama01,SG,0,
CLE,2013,9,denglu01,SF,9,
CLE,2013,24,edwarsh01,SF,0,
CLE,2013,30,felixca01,SG,0,
CLE,2013,33,geeal01,SF,4,
CLE,2013,32,hawessp01,C,6,
CLE,2013,24,hopsosc01,SG,0,
CLE,2013,2,irvinky01,PG,2,
CLE,2013,1,jackja01,PG,8,
CLE,2013,10,karasse01,SF,0,
CLE,2013,0,milescj01,SG,8,
CLE,2013,50,onuakar01,PF,0,
CLE,2013,14,simshe01,C,1,
CLE,2013,13,thomptr01,PF,2,
CLE,2013,17,varejan01,C,9,
CLE,2013,3,waitedi01,SG,1,
CLE,2013,40,zellety01,C,1,
CLE,2012,36,casspom01,SF,3,
CLE,2012,21,ellinwa01,SG,3,
CLE,2012,33,geeal01,SF,3,
CLE,2012,1,gibsoda01,PG,6,
CLE,2012,2,irvinky01,PG,1,
CLE,2012,5,joneske01,PF,0,
CLE,2012,30,leuerjo01,C,1,
CLE,2012,14,livinsh01,PG,7,
CLE,2012,0,milescj01,SF,7,
CLE,2012,8,pargoje01,PG,1,
CLE,2012,20,quinnch01,SG,5,
CLE,2012,24,samuesa01,C,2,
CLE,2012,15,sloando01,SG,1,
CLE,2012,15,speigma01,C,4,
CLE,2012,13,thomptr01,PF,1,
CLE,2012,17,varejan01,C,8,
CLE,2012,3,waitedi01,SG,0,
CLE,2012,4,waltolu01,PF,9,
CLE,2012,40,zellety01,C,0,
CLE,2011,36,casspom01,SF,2,
CLE,2011,9,erdense01,C,1,
CLE,2011,8,eyengch01,SF,1,
CLE,2011,33,geeal01,SG,2,
CLE,2011,1,gibsoda01,SG,5,
CLE,2011,44,haranlu01,PF,1,
CLE,2011,6,harrima01,SG,1,
CLE,2011,5,holliry01,C,5,
CLE,2011,14,hudsole01,PG,2,
CLE,2011,2,irvinky01,PG,0,
CLE,2011,4,jamisan01,PF,13,
CLE,2011,12,kennedj01,SF,0,
CLE,2011,18,parkean01,SF,8,
CLE,2011,24,samuesa01,C,1,
CLE,2011,3,sessira01,PG,4,
CLE,2011,15,sloando01,PG,0,
CLE,2011,21,thompmy02,SG,0,
CLE,2011,13,thomptr01,PF,0,
CLE,2011,6,uzohbe01,PG,1,
CLE,2011,17,varejan01,C,7,
CLE,2011,32,waltolu01,PF,8,
CLE,2010,85,davisba01,PG,11,
CLE,2010,9,erdense01,C,0,
CLE,2010,8,eyengch01,SF,0,
CLE,2010,33,geeal01,SG,1,
CLE,2010,1,gibsoda01,SG,4,
CLE,2010,12,grahajo01,SF,5,
CLE,2010,44,haranlu01,PF,0,
CLE,2010,6,harrima01,SG,0,
CLE,2010,21,hicksjj01,C,2,
CLE,2010,5,holliry01,C,4,
CLE,2010,4,jamisan01,PF,12,
CLE,2010,15,moonja01,SF,3,
CLE,2010,18,parkean01,SF,7,
CLE,2010,44,powele01,PF,4,
CLE,2010,24,samuesa01,PF,0,
CLE,2010,3,sessira01,PG,3,
CLE,2010,17,varejan01,C,6,
CLE,2010,31,willija04,SF,2,
CLE,2010,2,willima01,PG,7,
CLE,2009,1,gibsoda01,PG,3,
CLE,2009,14,greenda02,SG,0,
CLE,2009,21,hicksjj01,PF,1,
CLE,2009,11,ilgauzy01,C,11,
CLE,2009,9,jacksce01,PG,0,
CLE,2009,00,jacksda01,PF,1,
CLE,2009,23,jamesle01,SF,6,
CLE,2009,4,jamisan01,PF,11,
CLE,2009,5,karlco01,SG,1,
CLE,2009,15,moonja01,SF,2,
CLE,2009,33,onealsh01,C,17,
CLE,2009,18,parkean01,SG,6,
CLE,2009,44,powele01,SF,3,
CLE,2009,3,telfase01,PG,5,
CLE,2009,17,varejan01,PF,5,
CLE,2009,13,westde01,SG,5,
CLE,2009,31,willija04,PG,1,
CLE,2009,2,willima01,PG,6,
CLE,2008,1,gibsoda01,PG,2,
CLE,2008,21,hicksjj01,C,0,
CLE,2008,11,ilgauzy01,C,10,
CLE,2008,00,jacksda01,PF,0,
CLE,2008,23,jamesle01,SF,5,
CLE,2008,24,johnstr01,SG,0,
CLE,2008,8,kinseta01,SG,2,
CLE,2008,3,pavloal01,SF,5,
CLE,2008,32,smithjo02,C,13,
CLE,2008,10,szczewa02,SF,9,
CLE,2008,17,varejan01,PF,4,
CLE,2008,4,wallabe01,PF,12,
CLE,2008,13,westde01,SG,4,
CLE,2008,31,willija04,SF,0,
CLE,2008,2,willima01,PG,5,
CLE,2008,55,wrighlo02,C,12,
CLE,2007,41,allrela01,C,0,
CLE,2007,33,brownde02,SG,5,
CLE,2007,6,brownsh01,SG,1,
CLE,2007,45,dickeka01,PF,2,
