aabdelal01,Alaa Abdelnaby,PF,,,R,73,240,6/24/68,Cairo,Egypt,,
aabdulza01,Zaid Abdul-Aziz,C,PF,,R,81,235,4/7/46,Brooklyn,New York,,
aabdulka01,Kareem Abdul-Jabbar,C,,,R,86,225,4/16/47,New York,New York,,
aabdulma01,Mahdi Abdul-Rahman,PG,SG,,R,74,185,4/15/42,Philadelphia,Pennsylvania,,11/18/11
aabdulma02,Mahmoud Abdul-Rauf,PG,,,R,73,162,3/9/69,Gulfport,Mississippi,,
aabdulta01,Tariq Abdul-Wahad,SG,,,R,78,223,11/3/74,Maisons Alfort,France,,
aabdursh01,Julius Shareef Abdur-Rahim,PF,SF,C,R,81,225,12/11/76,Marietta,Georgia,,
aabernto01,Thomas Craig Abernethy,SF,PF,,R,79,220,5/6/54,South Bend,Indiana,,
aablefo01,Forest Edward Able,,,,R,75,180,7/27/32,,,,
aabramjo01,John Abramovic Jr.,,,,R,75,195,2/9/19,Etna,Pennsylvania,,
aackeral01,Alex Acker,SG,,,R,77,185,1/21/83,Compton,California,,
aackerdo01,Donald D. Ackerman,PG,,,R,72,183,9/4/30,New York,New York,,
aacresma01,Mark Richard Acres,C,,,R,73,220,11/15/62,Inglewood,California,,
aactonbu01,Charles R. Acton,SF,,,R,78,210,1/11/42,,,,
aacyqu01,Quincy Jyrome Acy,SF,PF,,R,79,233,10/6/90,Tyler,Texas,2,
aadamsal01,Alvan Leigh Adams,C,PF,,R,81,210,7/19/54,Lawrence,Kansas,,
aadamsdo01,Donald L. Adams,SF,,,R,78,210,11/27/47,Atlanta,Georgia,
aadamsge01,George Adams,SF,,,R,77,210,5/15/49,Kings Mountain,North Carolina,
aadamsha01,Hassan Olawale Adams,SG,,,R,76,220,6/20/84,Inglewood,California,
aadamsjo01,Jordan LaVell Adams,SG,,,R,77,220,7/8/94,Atlanta,Georgia,0
aadamsmi01,Michael Adams,PG,,,R,61,162,1/19/63,Hartford,Connecticut,
aadamsst01,Steven Funaki Adams,C,,,R,84,250,7/28/93,Rotorua,New Zealand,1
aaddisra01,Rafael Addison,SF,,,R,79,215,7/22/64,Jersey City,New Jersey,
aadelmri01,Richard Leonard Adelman,PG,,,R,73,175,6/16/46,Lynwood,California,
aadrieje01,Jeff Adrien,PF,,,R,79,243,2/10/86,Brookline,Massachusetts,4
aafflaar01,Arron Agustin Afflalo,SG,SF,,R,77,215,10/15/85,Los Angeles,California,7
aagerma01,Maurice Darnell Ager,SG,,,R,77,202,2/9/84,Detroit,Michigan,
aaguirma01,Mark Anthony Aguirre,SF,,,R,78,232,12/10/59,Chicago,Illinois,
aahearbl01,Daniel Blake Ahearn,PG,,,R,74,190,5/27/84,St. Louis,Missouri,
aaingeda01,Daniel Ray Ainge,SG,PG,,R,76,175,3/17/59,Eugene,Oregon,
aaitchma01,Matthew Alexander Aitch Jr.,PF,,,R,79,230,9/21/44,St. Louis,Missouri,
aajincal01,Alexis Ajinca,C,PF,,R,84,220,5/6/88,Saint-Etienne,France,4
aakinhe01,Henry T. Akin,PF,C,,R,73,225,7/31/44,Detroit,Michigan,,
aakognjo01,Joshua Emmanuel Akognon,PG,,,R,61,185,2/10/86,Greenbrae,California,1,
aalabiso01,Makafan Solomon Alabi,C,,,R,85,251,3/21/88,Kaduna,Nigeria,2,
aalarima01,Mark Steven Alarie,PF,,,R,80,217,12/11/63,Phoenix,Arizona,,
aalcorga01,Gary R. Alcorn,C,,,R,81,225,10/8/36,,,,11/29/06
aaldemfu01,Furkan Aldemir,PF,,,R,81,229,8/9/91,Konak,Turkey,0,
aaldrico01,Cole David Aldrich,C,,,R,73,245,10/31/88,Burnsville,Minnesota,4,
aaldrila01,LaMarcus Nurae Aldridge,PF,C,,R,73,240,7/19/85,Dallas,Texas,8,
aaleksch01,Charles Aleksinas,C,,,R,73,260,2/26/59,Litchfield,Connecticut,,
aalexaco01,Cory Lynn Alexander,PG,SG,,R,73,185,6/22/73,Waynesboro,Virginia,,
aalexaco02,Courtney Jason Alexander,PG,SG,,R,77,205,4/27/77,Bridgeport,Connecticut,,
aalexaga01,Gary R. Alexander,PF,,,R,79,240,11/1/69,Jacksonville,Florida,,
aalexajo01,Joe Anthony Alexander,SF,,,R,80,230,12/26/86,Kaohsiung,Taiwan,,
aalexavi01,Victor Joe Alexander,C,,,R,81,265,8/31/69,Detroit,Michigan,,
aalforst01,Stephen Todd Alford,PG,,,R,74,183,11/23/64,Franklin,Indiana,,
aallenbi01,Bill Allen,C,,,R,80,205,,,,,
aallenbo01,Robert J. Allen,PF,,,R,81,205,7/17/46,,,
aallenje01,Jerome Byron Allen,SG,,,R,76,184,1/28/73,Philadelphia,Pennsylvania,
aallenla01,Lavoy Allen,PF,C,,R,81,225,2/4/89,Morrisville,Pennsylvania,3
aallenlu01,Lucius Oliver Allen Jr.,PG,,,R,74,175,9/26/47,Kansas City,Kansas,
aallenma01,Malik Allen,PF,,,R,73,255,6/27/78,Willingboro,New Jersey,
aallenra01,James Randall Allen,SG,,,R,80,220,1/26/65,Milton,Florida,
aallenra02,Walter Ray Allen,SG,,,R,77,205,7/20/75,Merced,California,18
aallento01,Anthony Allen,SG,PG,,R,76,213,1/11/82,Chicago,Illinois,10
aallenwi01,Willie Allen,PF,,,R,78,230,2/8/49,,,
aallisod01,Odis Allison Jr.,SF,,,R,78,195,10/2/49,,,
aallrela01,Lance Collin Allred,C,,,R,73,250,2/2/81,Salt Lake City,Utah,
aallumda01,Darrell Wilbert Allums Jr.,PF,,,R,81,220,9/12/58,Los Angeles,California,
aalmonmo01,Morris Almond,SG,,,R,78,225,2/2/85,Dalton,Georgia,
aalstode01,Derrick Samuel Alston,C,,,R,73,225,8/20/72,Bronx,New York,
aalstora01,Rafer Jamel Alston,PG,,,R,74,171,7/24/76,New York,New York,
aalumape01,Peter Aluma,C,,,R,73,260,4/23/73,Lagos,Nigeria,
aamaecjo01,John Ekwugha Amaechi,C,PF,,R,73,270,11/26/70,Boston,Massachusetts,
aamayaas01,Ashraf Amaya,PF,,,R,80,230,11/23/71,Oak Park,Illinois,
aaminual01,Al-Farouq Aminu,SF,,,R,81,215,9/21/90,Atlanta,Georgia,4
aamundlo01,Louis Gabriel Amundson,PF,,,R,81,225,12/7/82,Ventura,California,8
aanderbo01,Robert H. Anderegg,SF,,,R,75,200,8/24/37,Monroe,Wisconsin,
aanderch01,Christopher Claus Andersen,C,PF,,R,73,230,7/7/78,Long Beach,California,12
