PlayerID,Season,Team,Lg,Salary
ccauswdu01,2000,Miami Heat,NBA,4000000
ccavenro01,1988,New Jersey Nets,NBA,100000
ccebalce01,1990,Phoenix Suns,NBA,175000
ccebalce01,1991,Phoenix Suns,NBA,250000
ccebalce01,1992,Phoenix Suns,NBA,350000
ccebalce01,1993,Phoenix Suns,NBA,2000000
ccebalce01,1994,Los Angeles Lakers,NBA,1750000
ccebalce01,1995,Los Angeles Lakers,NBA,2245000
ccebalce01,1996,Los Angeles Lakers,NBA,2400000
ccebalce01,1997,Phoenix Suns,NBA,2605000
ccebalce01,1998,Dallas Mavericks,NBA,750000
ccebalce01,1999,Dallas Mavericks,NBA,3500000
ccebalce01,2000,Miami Heat,NBA,3937500
ccelesjo01,1999,Los Angeles Lakers,NBA,301875
cchalmli01,2004,Los Angeles Clippers,NBA,450000
cchalmli01,2005,Minnesota Timberwolves,NBA,682050
cchalmma01,2008,Miami Heat,NBA,700000
cchalmma01,2009,Miami Heat,NBA,773500
cchalmma01,2010,Miami Heat,NBA,854389
cchalmma01,2011,Miami Heat,NBA,4000000
cchalmma01,2012,Miami Heat,NBA,4000000
cchalmma01,2013,Miami Heat,NBA,4000000
cchalmma01,2014,Miami Heat,NBA,4000000
cchambto01,1985,Seattle SuperSonics,NBA,800000
cchambto01,1987,Seattle SuperSonics,NBA,950000
cchambto01,1988,Phoenix Suns,NBA,1800000
cchambto01,1990,Phoenix Suns,NBA,2060000
cchambto01,1991,Phoenix Suns,NBA,2275000
cchambto01,1992,Phoenix Suns,NBA,1885000
cchambto01,1993,Phoenix Suns,NBA,690000
cchambto01,1993,Utah Jazz,NBA,605000
cchambto01,1994,Utah Jazz,NBA,1700000
cchambto01,1997,Phoenix Suns,NBA,272250
cchandty01,2001,Chicago Bulls,NBA,3308160
cchandty01,2002,Chicago Bulls,NBA,3556200
cchandty01,2003,Chicago Bulls,NBA,3804360
cchandty01,2004,Chicago Bulls,NBA,4801102
cchandty01,2005,Chicago Bulls,NBA,9000000
cchandty01,2006,New Orleans/Oklahoma City Hornets,NBA,9150000
cchandty01,2007,New Orleans Hornets,NBA,10250000
cchandty01,2008,New Orleans Hornets,NBA,11350000
cchandty01,2009,Charlotte Bobcats,NBA,11850000
cchandty01,2010,Dallas Mavericks,NBA,12600000
cchandty01,2011,New York Knicks,NBA,13107837
cchandty01,2012,New York Knicks,NBA,13604188
cchandty01,2013,New York Knicks,NBA,14100538
cchandty01,2014,Dallas Mavericks,NBA,14598888
cchandwi01,2007,New York Knicks,NBA,1091640
cchandwi01,2008,New York Knicks,NBA,1173480
cchandwi01,2009,New York Knicks,NBA,1255440
cchandwi01,2010,Denver Nuggets,NBA,2130482
cchandwi01,2012,Denver Nuggets,NBA,5930414
cchandwi01,2013,Denver Nuggets,NBA,6344164
cchandwi01,2014,Denver Nuggets,NBA,6757913
cchapmre01,1988,Charlotte Hornets,NBA,675000
cchapmre01,1990,Charlotte Hornets,NBA,675000
cchapmre01,1991,Charlotte Hornets,NBA,940000
cchapmre01,1992,Washington Bullets,NBA,2004000
cchapmre01,1993,Washington Bullets,NBA,2004000
cchapmre01,1994,Washington Bullets,NBA,2004500
cchapmre01,1996,Phoenix Suns,NBA,247500
cchapmre01,1997,Phoenix Suns,NBA,326700
cchapmre01,1998,Phoenix Suns,NBA,2800000
cchapmre01,1999,Phoenix Suns,NBA,3150000
cchapmre01,2000,Phoenix Suns,NBA,3500000
cchapmre01,2001,Phoenix Suns,NBA,3850000
ccharllo01,1985,Atlanta Hawks,NBA,70000
ccheanca01,1993,Washington Bullets,NBA,2000000
ccheanca01,1994,Washington Bullets,NBA,2400000
ccheanca01,1995,Washington Bullets,NBA,2800000
ccheanca01,1996,Washington Bullets,NBA,3200000
ccheanca01,1997,Washington Wizards,NBA,3600000
ccheanca01,1998,Washington Wizards,NBA,4000000
ccheanca01,1999,Boston Celtics,NBA,2000000
ccheanca01,2000,Denver Nuggets,NBA,2200000
ccheanca01,2001,Denver Nuggets,NBA,2400000
ccheanca01,2002,Utah Jazz,NBA,1000000
ccheanca01,2003,Golden State Warriors,NBA,1070000
ccheanca01,2004,Golden State Warriors,NBA,1600000
ccheanca01,2005,Golden State Warriors,NBA,1760000
ccheekma01,1985,Philadelphia 76ers,NBA,395000
ccheekma01,1987,Philadelphia 76ers,NBA,1000000
ccheekma01,1988,Philadelphia 76ers,NBA,1000000
ccheekma01,1990,New York Knicks,NBA,1000000
ccheekma01,1991,Atlanta Hawks,NBA,1000000
ccheekma01,1992,Atlanta Hawks,NBA,600000
cchievde01,1988,Houston Rockets,NBA,350000
cchievde01,1990,Cleveland Cavaliers,NBA,525000
cchilcpe01,1991,Sacramento Kings,NBA,475000
cchilcpe01,1992,Sacramento Kings,NBA,630000
cchilcpe01,1993,Sacramento Kings,NBA,760000
cchilcpe01,1994,Houston Rockets,NBA,126300
cchilcpe01,1996,Vancouver Grizzlies,NBA,700000
cchilcpe01,1997,Vancouver Grizzlies,NBA,700000
cchilcpe01,1998,Vancouver Grizzlies,NBA,700000
cchilcpe01,1999,Utah Jazz,NBA,510000
cchildjo01,2004,Atlanta Hawks,NBA,2490360
cchildjo01,2005,Atlanta Hawks,NBA,2677200
cchildjo01,2006,Atlanta Hawks,NBA,2863920
cchildjo01,2007,Atlanta Hawks,NBA,3631449
cchildjo01,2010,Phoenix Suns,NBA,6500000
cchildjo01,2011,Phoenix Suns,NBA,6000000
cchildjo01,2012,Phoenix Suns,NBA,7000000
cchildjo01,2012,Brooklyn Nets,NBA,377474
cchildra01,1995,Portland Trail Blazers,NBA,682000
cchildra01,1996,Portland Trail Blazers,NBA,784000
cchildra01,1997,Detroit Pistons,NBA,760000
cchildra01,1998,Detroit Pistons,NBA,866320
cchildch01,1994,New Jersey Nets,NBA,150000
cchildch01,1995,New Jersey Nets,NBA,350000
cchildch01,1996,New York Knicks,NBA,2600000
cchildch01,1997,New York Knicks,NBA,3120000
cchildch01,1998,New York Knicks,NBA,3640000
cchildch01,1999,New York Knicks,NBA,4160000
cchildch01,2000,New York Knicks,NBA,4680000
cchildch01,2001,Toronto Raptors,NBA,5200000
cchildch01,2002,New Jersey Nets,NBA,1750000
cchildch01,2003,New Jersey Nets,NBA,1166667
cchrisdo01,1993,Los Angeles Lakers,NBA,1445000
cchrisdo01,1994,New York Knicks,NBA,1244000
cchrisdo01,1995,New York Knicks,NBA,1466000
cchrisdo01,1996,Toronto Raptors,NBA,1355000
cchrisdo01,1997,Toronto Raptors,NBA,2012767
cchrisdo01,1998,Toronto Raptors,NBA,2353000
cchrisdo01,1999,Toronto Raptors,NBA,2742600
cchrisdo01,2000,Sacramento Kings,NBA,3140000
cchrisdo01,2001,Sacramento Kings,NBA,5200000
cchrisdo01,2002,Sacramento Kings,NBA,6250000
cchrisdo01,2003,Sacramento Kings,NBA,6900000
cchrisdo01,2004,Sacramento Kings,NBA,7550000
cchrisdo01,2005,Orlando Magic,NBA,8200000
cchrisdo01,2005,Dallas Mavericks,NBA,1575000
cchrisdo01,2006,Los Angeles Clippers,NBA,158071
cclarkea01,2009,Phoenix Suns,NBA,1766280
cclarkea01,2010,Orlando Magic,NBA,1898760
cclarkea01,2011,Orlando Magic,NBA,1160000
cclarkea01,2012,Los Angeles Lakers,NBA,1240000
cclarkea01,2013,Cleveland Cavaliers,NBA,4250000
cclarkia01,2014,Utah Jazz,NBA,816482
cclarkke01,1998,Denver Nuggets,NBA,1000000
cclarkke01,1999,Denver Nuggets,NBA,1289400
cclarkke01,2000,Denver Nuggets,NBA,1379400
cclarkke01,2001,Toronto Raptors,NBA,1971163
cclarkke01,2002,Sacramento Kings,NBA,4546000
cclarkke01,2003,Utah Jazz,NBA,5000600
cclarkjo01,2014,Los Angeles Lakers,NBA,507336
cclavevi01,2012,Portland Trail Blazers,NBA,1300000
cclavevi01,2013,Portland Trail Blazers,NBA,1330000
cclavevi01,2014,Portland Trail Blazers,NBA,1370000
cclaxtsp01,2000,Philadelphia 76ers,NBA,936000
cclaxtsp01,2001,Philadelphia 76ers,NBA,1006200
cclaxtsp01,2002,San Antonio Spurs,NBA,1076400
cclaxtsp01,2003,Golden State Warriors,NBA,3000000
cclaxtsp01,2004,Golden State Warriors,NBA,3300000
cclaxtsp01,2005,New Orleans/Oklahoma City Hornets,NBA,3600000
cclaxtsp01,2006,Atlanta Hawks,NBA,6854546
cclaxtsp01,2007,Atlanta Hawks,NBA,6306182
cclaxtsp01,2008,Atlanta Hawks,NBA,5757818
cclaxtsp01,2009,Golden State Warriors,NBA,5209454
ccleavma01,2000,Detroit Pistons,NBA,1253400
ccleavma01,2001,Sacramento Kings,NBA,1347480
ccleavma01,2002,Sacramento Kings,NBA,1441440
ccleavma01,2004,Seattle SuperSonics,NBA,735960
ccleavma01,2005,Seattle SuperSonics,NBA,305784
cclosske01,1997,Los Angeles Clippers,NBA,1200000
cclosske01,1998,Los Angeles Clippers,NBA,1440000
cclosske01,1999,Los Angeles Clippers,NBA,1680000
cclosske01,2000,Los Angeles Clippers,NBA,1920000
ccofferi01,1990,Minnesota Timberwolves,NBA,150000
ccofiefr01,1985,New York Knicks,NBA,70000
ccokerjo01,1995,Phoenix Suns,NBA,200000
ccokerjo01,1998,Washington Wizards,NBA,350000
ccokerjo01,1999,Washington Wizards,NBA,510000
ccoleno01,2011,Miami Heat,NBA,1035960
ccoleno01,2012,Miami Heat,NBA,1082520
ccoleno01,2013,Miami Heat,NBA,1129200
ccoleno01,2014,Miami Heat,NBA,2038206
ccolembe01,1987,Philadelphia 76ers,NBA,275000
ccolembe01,1988,Philadelphia 76ers,NBA,300000
ccolemde01,1990,New Jersey Nets,NBA,2100000
ccolemde01,1991,New Jersey Nets,NBA,2300000
ccolemde01,1992,New Jersey Nets,NBA,2870000
ccolemde01,1993,New Jersey Nets,NBA,3440000
ccolemde01,1994,New Jersey Nets,NBA,4212000
ccolemde01,1995,Philadelphia 76ers,NBA,5476000
ccolemde01,1996,Philadelphia 76ers,NBA,6739000
ccolemde01,1997,Philadelphia 76ers,NBA,8002800
ccolemde01,1998,Charlotte Hornets,NBA,6667000
ccolemde01,1998,Philadelphia 76ers,NBA,5600000
ccolemde01,1999,Charlotte Hornets,NBA,7370000
ccolemde01,2000,Charlotte Hornets,NBA,8000000
ccolemde01,2001,Philadelphia 76ers,NBA,8710000
ccolemde01,2002,Philadelphia 76ers,NBA,9380000
ccolemde01,2003,Philadelphia 76ers,NBA,4000000
ccolemde01,2004,Detroit Pistons,NBA,4500000
ccolemde01,2005,Detroit Pistons,NBA,2000000
ccolesbi01,1990,Miami Heat,NBA,290000
ccolesbi01,1991,Miami Heat,NBA,212000
ccolesbi01,1992,Miami Heat,NBA,650000
ccolesbi01,1993,Miami Heat,NBA,802000
ccolesbi01,1994,Miami Heat,NBA,902000
ccolesbi01,1995,Miami Heat,NBA,1002000
ccolesbi01,1996,Golden State Warriors,NBA,1400000
ccolesbi01,1997,Golden State Warriors,NBA,1700000
ccolesbi01,1998,Golden State Warriors,NBA,2000000
ccolesbi01,1999,Atlanta Hawks,NBA,2300000
ccolesbi01,2000,Cleveland Cavaliers,NBA,2250000
ccolesbi01,2001,Cleveland Cavaliers,NBA,2200000
ccolesbi01,2002,Cleveland Cavaliers,NBA,2400000
ccolesbi01,2003,Miami Heat,NBA,1070000
ccolesbi01,2003,Cleveland Cavaliers,NBA,1050000
ccollija02,2000,Houston Rockets,NBA,1190760
ccollija02,2001,Houston Rockets,NBA,1280040
ccollija02,2002,Houston Rockets,NBA,1369440
ccollija02,2004,Atlanta Hawks,NBA,1500000
ccollija02,2005,Atlanta Hawks,NBA,1650000
ccollija01,1997,Los Angeles Clippers,NBA,242000
ccollija03,2001,Utah Jazz,NBA,332817
ccollija03,2002,Utah Jazz,NBA,1150000
ccollija03,2003,Utah Jazz,NBA,1250000
ccollija03,2004,Utah Jazz,NBA,1700000
ccollija03,2005,Utah Jazz,NBA,1700000
ccollija03,2006,Utah Jazz,NBA,2625698
ccollija03,2007,Utah Jazz,NBA,2350000
ccollija03,2008,Utah Jazz,NBA,2074302
ccollija03,2009,Phoenix Suns,NBA,1181803
ccollija03,2010,Los Angeles Clippers,NBA,643551
ccollija04,2001,New Jersey Nets,NBA,1067400
ccollija04,2002,New Jersey Nets,NBA,1147440
ccollija04,2003,New Jersey Nets,NBA,1227480
ccollija04,2004,New Jersey Nets,NBA,1887864
ccollija04,2005,New Jersey Nets,NBA,5500000
ccollija04,2006,New Jersey Nets,NBA,5800000
ccollija04,2007,Memphis Grizzlies,NBA,6100000
ccollija04,2008,Minnesota Timberwolves,NBA,6200000
ccollija04,2009,Atlanta Hawks,NBA,1181803
ccollija04,2010,Atlanta Hawks,NBA,1352181
ccollija04,2011,Atlanta Hawks,NBA,1352181
ccollija04,2012,Washington Wizards,NBA,1352181
ccollima01,2006,New York Knicks,NBA,899880
ccollima01,2007,New York Knicks,NBA,967320
ccollima01,2008,Los Angeles Clippers,NBA,1034760
ccollima01,2009,Los Angeles Clippers,NBA,1867742
ccollish01,2010,Charlotte Bobcats,NBA,473604
ccollida01,2009,New Orleans Hornets,NBA,1266120
ccollida01,2010,Indiana Pacers,NBA,1361040
ccollida01,2011,Indiana Pacers,NBA,1455960
ccollida01,2012,Dallas Mavericks,NBA,2319344
ccollida01,2013,Los Angeles Clippers,NBA,1900000
ccollida01,2014,Sacramento Kings,NBA,4797664
ccollini01,2003,Seattle SuperSonics,NBA,1578240
ccollini01,2004,Seattle SuperSonics,NBA,1969680
ccollini01,2005,Seattle SuperSonics,NBA,1815000
ccollini01,2006,Seattle SuperSonics,NBA,2501070
ccollini01,2007,Seattle SuperSonics,NBA,5750000
ccollini01,2008,Oklahoma City Thunder,NBA,6350000
ccollini01,2009,Oklahoma City Thunder,NBA,6250000
ccollini01,2010,Oklahoma City Thunder,NBA,13250000
ccollini01,2011,Oklahoma City Thunder,NBA,3272997
ccollini01,2012,Oklahoma City Thunder,NBA,2929332
ccollini01,2013,Oklahoma City Thunder,NBA,2585668
ccollini01,2014,Oklahoma City Thunder,NBA,2242003
ccoltest01,1985,Portland Trail Blazers,NBA,112500
ccoltest01,1987,Washington Bullets,NBA,150000
ccoltest01,1988,Washington Bullets,NBA,200000
ccoltest01,1990,Sacramento Kings,NBA,300000
ccoltest01,1994,Cleveland Cavaliers,NBA,150000
ccomegda01,1987,New Jersey Nets,NBA,115000
ccomegda01,1988,San Antonio Spurs,NBA,175000
cconlemi01,2007,Memphis Grizzlies,NBA,3377160
cconlemi01,2008,Memphis Grizzlies,NBA,3630480
cconlemi01,2009,Memphis Grizzlies,NBA,3883800
cconlemi01,2010,Memphis Grizzlies,NBA,4913007
cconlemi01,2011,Memphis Grizzlies,NBA,6611571
cconlemi01,2012,Memphis Grizzlies,NBA,7305786
cconlemi01,2013,Memphis Grizzlies,NBA,8000001
cconlemi01,2014,Memphis Grizzlies,NBA,8894216
cconloma01,1991,Seattle SuperSonics,NBA,130000
cconloma01,1992,Sacramento Kings,NBA,200000
cconloma01,1993,Sacramento Kings,NBA,250000
cconloma01,1994,Milwaukee Bucks,NBA,182500
cconloma01,1995,Milwaukee Bucks,NBA,1165000
cconloma01,1996,Phoenix Suns,NBA,1200000
cconloma01,1996,Boston Celtics,NBA,247500
cconloma01,1998,Miami Heat,NBA,662500
cconloma01,1999,Boston Celtics,NBA,229059
cconloma01,1999,Los Angeles Clippers,NBA,114529
cconnele01,1985,Golden State Warriors,NBA,200000
cconnele01,1987,Houston Rockets,NBA,175000
cconnele01,1988,New Jersey Nets,NBA,225000
cconnele01,1990,Milwaukee Bucks,NBA,900000
cconnele01,1991,Milwaukee Bucks,NBA,900000
cconnele01,1992,Orlando Magic,NBA,890000
cconnele01,1993,Orlando Magic,NBA,25000
cconrowi01,2006,Memphis Grizzlies,NBA,20279
cconrowi01,2006,Los Angeles Clippers,NBA,15099
cconrowi01,2009,Houston Rockets,NBA,48559
cconrowi01,2012,Minnesota Timberwolves,NBA,85439
ccookan01,1990,Denver Nuggets,NBA,370000
ccookan01,1991,Denver Nuggets,NBA,480000
ccookan01,1992,Denver Nuggets,NBA,570000
ccookan01,1993,Milwaukee Bucks,NBA,650000
ccookan01,1995,Portland Trail Blazers,NBA,225000
ccookbr01,2003,Los Angeles Lakers,NBA,903360
ccookbr01,2004,Los Angeles Lakers,NBA,971160
ccookbr01,2005,Los Angeles Lakers,NBA,1038960
ccookbr01,2006,Los Angeles Lakers,NBA,1817141
ccookbr01,2007,Orlando Magic,NBA,3500000
ccookbr01,2008,Houston Rockets,NBA,3500000
ccookbr01,2009,Houston Rockets,NBA,3500000
ccookbr01,2010,Los Angeles Clippers,NBA,1146337
ccookbr01,2011,Los Angeles Clippers,NBA,1223166
ccookda02,2007,Miami Heat,NBA,1184400
ccookda02,2008,Miami Heat,NBA,1273200
ccookda02,2009,Miami Heat,NBA,1362120
ccookda02,2010,Oklahoma City Thunder,NBA,2169857
ccookda02,2011,Oklahoma City Thunder,NBA,3341558
ccookda02,2012,Houston Rockets,NBA,3090042
ccookda02,2012,Chicago Bulls,NBA,589769
ccookda01,1985,New Jersey Nets,NBA,275000
ccookda01,1988,San Antonio Spurs,NBA,400000
ccookje01,1985,San Antonio Spurs,NBA,150566
ccookje01,1987,Phoenix Suns,NBA,175000
ccookom01,2001,Dallas Mavericks,NBA,292230
ccoopedu01,1992,Los Angeles Lakers,NBA,140000
ccoopedu01,1993,Phoenix Suns,NBA,150000
ccoopemi01,1985,Los Angeles Lakers,NBA,366000
ccoopemi01,1987,Los Angeles Lakers,NBA,676500
ccoopewa01,1985,Denver Nuggets,NBA,300000
ccoopewa01,1987,Denver Nuggets,NBA,650000
ccoopewa01,1988,Denver Nuggets,NBA,750000
ccoopewa01,1990,Portland Trail Blazers,NBA,1100000
ccoopewa01,1991,Portland Trail Blazers,NBA,1200000
ccopato01,1991,San Antonio Spurs,NBA,160000
ccopelch01,2012,New York Knicks,NBA,473604
ccopelch01,2013,Indiana Pacers,NBA,3000000
ccopelch01,2014,Indiana Pacers,NBA,3135000
ccopella01,1991,Los Angeles Clippers,NBA,130000
ccorbity01,1985,San Antonio Spurs,NBA,85700
ccorbity01,1987,Phoenix Suns,NBA,125000
ccorbity01,1988,Phoenix Suns,NBA,200000
ccorbity01,1990,Minnesota Timberwolves,NBA,830000
ccorbity01,1991,Utah Jazz,NBA,922000
ccorbity01,1992,Utah Jazz,NBA,1100000
ccorbity01,1993,Utah Jazz,NBA,1400000
ccorbity01,1994,Atlanta Hawks,NBA,1600000
ccorbity01,1995,Sacramento Kings,NBA,1700000
ccorbity01,1996,Atlanta Hawks,NBA,247500
ccorbity01,1997,Atlanta Hawks,NBA,326700
ccorbity01,1998,Atlanta Hawks,NBA,2400000
ccorbity01,1999,Sacramento Kings,NBA,510000
ccorbity01,2000,Toronto Raptors,NBA,1000000
ccorchch01,1992,Orlando Magic,NBA,300000
ccorchch01,1993,Boston Celtics,NBA,150000
ccorzida01,1985,Chicago Bulls,NBA,710000
ccorzida01,1987,Chicago Bulls,NBA,700000
ccorzida01,1988,Chicago Bulls,NBA,500000
ccorzida01,1990,Seattle SuperSonics,NBA,300000
ccorzida01,1991,Seattle SuperSonics,NBA,300000
ccottoja02,1997,Seattle SuperSonics,NBA,242000
ccottoja02,1999,Chicago Bulls,NBA,460000
ccourtjo01,1993,Phoenix Suns,NBA,150000
ccourtjo01,1994,Charlotte Hornets,NBA,13158
ccourtjo01,1995,Cleveland Cavaliers,NBA,225000
ccouside01,2010,Sacramento Kings,NBA,3374640
ccouside01,2011,Sacramento Kings,NBA,3627720
ccouside01,2012,Sacramento Kings,NBA,3880800
ccouside01,2013,Sacramento Kings,NBA,4916974
ccouside01,2014,Sacramento Kings,NBA,13701250
ccovinro01,2014,Philadelphia 76ers,NBA,1000000
ccrabbal01,2014,Portland Trail Blazers,NBA,862000
ccrawfch01,1997,Atlanta Hawks,NBA,242000
ccrawfch01,1998,Atlanta Hawks,NBA,350000
ccrawfch01,1999,Atlanta Hawks,NBA,2000000
ccrawfch01,2000,Atlanta Hawks,NBA,2200000
ccrawfch01,2001,Atlanta Hawks,NBA,2500000
ccrawfch01,2002,Atlanta Hawks,NBA,2750000
ccrawfch01,2003,Atlanta Hawks,NBA,3000000
ccrawfch01,2004,Atlanta Hawks,NBA,3250000
ccrawfja01,2000,Chicago Bulls,NBA,1762320
ccrawfja01,2001,Chicago Bulls,NBA,1894560
ccrawfja01,2002,Chicago Bulls,NBA,2026680
ccrawfja01,2003,Chicago Bulls,NBA,2577937
ccrawfja01,2004,New York Knicks,NBA,5760000
ccrawfja01,2005,New York Knicks,NBA,6480000
ccrawfja01,2006,New York Knicks,NBA,7200000
ccrawfja01,2007,New York Knicks,NBA,7920000
ccrawfja01,2008,Golden State Warriors,NBA,8640000
ccrawfja01,2009,Atlanta Hawks,NBA,9360000
ccrawfja01,2010,Atlanta Hawks,NBA,10800000
ccrawfja01,2011,Portland Trail Blazers,NBA,5000000
ccrawfja01,2012,Los Angeles Clippers,NBA,5000000
ccrawfja01,2013,Los Angeles Clippers,NBA,5225000
ccrawfja01,2014,Los Angeles Clippers,NBA,5450000
ccrawfjo02,2010,Washington Wizards,NBA,1042320
ccrawfjo02,2011,Washington Wizards,NBA,1120440
ccrawfjo02,2012,Boston Celtics,NBA,1198680
ccrawfjo02,2013,Boston Celtics,NBA,2162419
ccrispjo01,2001,Los Angeles Lakers,NBA,48705
ccritewi01,1987,Phoenix Suns,NBA,100000
ccritewi01,1988,Phoenix Suns,NBA,125000
ccrittja01,2007,Memphis Grizzlies,NBA,1285200
ccrittja01,2008,Washington Wizards,NBA,1381560
ccrittja01,2009,Washington Wizards,NBA,1477920
ccroshau01,1997,Indiana Pacers,NBA,1165440
ccroshau01,1998,Indiana Pacers,NBA,1340000
ccroshau01,1999,Indiana Pacers,NBA,1515120
ccroshau01,2000,Indiana Pacers,NBA,5300000
ccroshau01,2001,Indiana Pacers,NBA,6310000
ccroshau01,2002,Indiana Pacers,NBA,6960000
ccroshau01,2003,Indiana Pacers,NBA,7610000
ccroshau01,2004,Indiana Pacers,NBA,8260000
ccroshau01,2005,Indiana Pacers,NBA,7900000
ccroshau01,2006,Dallas Mavericks,NBA,7300000
ccroshau01,2007,Golden State Warriors,NBA,1219590
ccroshau01,2008,Milwaukee Bucks,NBA,527185
ccroshau01,2008,San Antonio Spurs,NBA,74251
ccrottjo01,1992,Utah Jazz,NBA,140000
ccrottjo01,1993,Utah Jazz,NBA,200000
ccrottjo01,1994,Utah Jazz,NBA,250000
ccrottjo01,1995,Cleveland Cavaliers,NBA,350000
ccrottjo01,1997,Portland Trail Blazers,NBA,420000
ccrottjo01,1998,Seattle SuperSonics,NBA,600000
ccrottjo01,1998,Portland Trail Blazers,NBA,504000
ccrottjo01,1999,Portland Trail Blazers,NBA,760000
ccrottjo01,1999,Detroit Pistons,NBA,477000
ccrottjo01,2000,Utah Jazz,NBA,800000
ccrottjo01,2001,Utah Jazz,NBA,1000000
ccrottjo01,2002,Denver Nuggets,NBA,138171
ccrowdco01,1991,Utah Jazz,NBA,130000
ccrowdco01,1992,Utah Jazz,NBA,250000
ccrowdco01,1994,San Antonio Spurs,NBA,142982
ccrowdja01,2012,Dallas Mavericks,NBA,600491
ccrowdja01,2013,Dallas Mavericks,NBA,788872
ccrowdja01,2014,Boston Celtics,NBA,915243
ccummipa01,1985,New York Knicks,NBA,612500
ccummipa01,1987,New York Knicks,NBA,712000
ccummipa01,1988,Miami Heat,NBA,525000
ccummite01,1985,Milwaukee Bucks,NBA,633000
ccummite01,1987,Milwaukee Bucks,NBA,1330000
ccummite01,1988,Milwaukee Bucks,NBA,1400000
ccummite01,1990,San Antonio Spurs,NBA,1860000
ccummite01,1991,San Antonio Spurs,NBA,1861000
ccummite01,1992,San Antonio Spurs,NBA,2407000
ccummite01,1993,San Antonio Spurs,NBA,2407000
ccummite01,1994,San Antonio Spurs,NBA,2406600
ccummite01,1995,Milwaukee Bucks,NBA,650000
ccummite01,1997,Philadelphia 76ers,NBA,1000000
ccummite01,1998,Golden State Warriors,NBA,1150000
ccummite01,1999,Golden State Warriors,NBA,2600000
ccummite01,2000,Golden State Warriors,NBA,2200000
ccummivo01,1999,Golden State Warriors,NBA,704400
ccummivo01,2000,Golden State Warriors,NBA,757200
ccummivo01,2001,Philadelphia 76ers,NBA,810000
ccunnida01,2009,Portland Trail Blazers,NBA,457588
ccunnida01,2010,Charlotte Bobcats,NBA,762195
ccunnida01,2011,Memphis Grizzlies,NBA,2000000
ccunnida01,2012,Minnesota Timberwolves,NBA,2090000
ccunnida01,2013,Minnesota Timberwolves,NBA,2180000
ccunnida01,2014,New Orleans Pelicans,NBA,716043
ccunnija01,2012,Dallas Mavericks,NBA,1156320
ccunnija01,2013,Atlanta Hawks,NBA,1208400
ccunniwi01,1997,Phoenix Suns,NBA,50000
ccunniwi01,1998,New Jersey Nets,NBA,350000
ccunniwi01,2000,Vancouver Grizzlies,NBA,498500
ccurcira01,1992,Dallas Mavericks,NBA,140000
ccuretea01,1985,Detroit Pistons,NBA,210000
ccuretea01,1987,Los Angeles Clippers,NBA,265000
ccuretea01,1988,Charlotte Hornets,NBA,180000
ccuretea01,1996,Toronto Raptors,NBA,205200
ccurlebi01,1994,Detroit Pistons,NBA,702000
ccurlebi01,1995,Portland Trail Blazers,NBA,913000
ccurlebi01,1996,Minnesota Timberwolves,NBA,1123000
ccurlebi01,1997,Minnesota Timberwolves,NBA,1333800
ccurlebi01,1998,Minnesota Timberwolves,NBA,1544000
ccurlebi01,1999,Golden State Warriors,NBA,117867
ccurlebi01,2000,Golden State Warriors,NBA,611000
ccurlebi01,2000,Dallas Mavericks,NBA,423500
ccurryde01,1987,Cleveland Cavaliers,NBA,250000
ccurryde01,1988,Charlotte Hornets,NBA,285000
ccurryde01,1990,Charlotte Hornets,NBA,900000
ccurryde01,1991,Charlotte Hornets,NBA,1006000
ccurryde01,1992,Charlotte Hornets,NBA,750000
ccurryde01,1993,Charlotte Hornets,NBA,1040000
ccurryde01,1994,Charlotte Hornets,NBA,1340000
ccurryde01,1995,Charlotte Hornets,NBA,1570000
ccurryde01,1996,Charlotte Hornets,NBA,1830000
ccurryde01,1997,Charlotte Hornets,NBA,3660000
ccurryde01,1998,Milwaukee Bucks,NBA,1000000
ccurryde01,1999,Toronto Raptors,NBA,2100000
ccurryde01,2000,Toronto Raptors,NBA,2000000
ccurryde01,2001,Toronto Raptors,NBA,2100000
ccurryed01,2001,Chicago Bulls,NBA,2678400
ccurryed01,2002,Chicago Bulls,NBA,2879280
ccurryed01,2003,Chicago Bulls,NBA,3080160
ccurryed01,2004,Chicago Bulls,NBA,3896402
ccurryed01,2005,New York Knicks,NBA,7390000
ccurryed01,2006,New York Knicks,NBA,8171103
ccurryed01,2007,New York Knicks,NBA,8947543
ccurryed01,2008,New York Knicks,NBA,9723983
ccurryed01,2009,New York Knicks,NBA,10500423
ccurryed01,2010,Minnesota Timberwolves,NBA,11530592
ccurryed01,2011,Miami Heat,NBA,1229255
ccurryed01,2012,Dallas Mavericks,NBA,23852
ccurryja01,2007,Chicago Bulls,NBA,427163
ccurryja01,2009,Los Angeles Clippers,NBA,26917
ccurrymi01,1993,Philadelphia 76ers,NBA,150000
ccurrymi01,1996,Detroit Pistons,NBA,400000
ccurrymi01,1997,Milwaukee Bucks,NBA,500000
ccurrymi01,1998,Milwaukee Bucks,NBA,550000
ccurrymi01,1999,Detroit Pistons,NBA,2000000
ccurrymi01,2000,Detroit Pistons,NBA,2200000
ccurrymi01,2001,Detroit Pistons,NBA,2400000
ccurrymi01,2002,Detroit Pistons,NBA,2600000
ccurrymi01,2003,Toronto Raptors,NBA,2800000
